first_name,gender,birth_date,age,city,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,education_history,work_history,edu_value
نشوان,Female,1965-06-19,59,Tindouf,General Management,Renewable Energy,Senior,31,Doctorat,Full-Time,Alternance,"Project Management, Adaptability, Communication, Strategic Planning, Negotiation, Report Writing, Critical Thinking, Time Management, Conflict Resolution, Problem Solving, Arabic/French Bilingual, Presentation Skills","{'Tamazight': 'Basic', 'Spanish': 'Native', 'Arabic': 'Intermediate', 'English': 'Intermediate'}","[{'degree': 'Doctorat', 'institution': 'University of Chlef', 'field_of_study': 'formateur en informatique', 'start_year': 1989, 'end_year': 1994, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Morel Launay S.A.S. High School', 'field_study': 'Science', 'start_year': 1981, 'end_year': 1984, 'grade': 'Good'}]","[{'company': 'Dumas Paul SARL', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2005-02-25', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 'enhance bleeding-edge models, e-enable leading-edge eyeballs, cultivate web-enabled technologies'}, {'company': 'Marchand', 'job_title': 'Petroleum Engineer', 'department': 'Exploration & Production', 'sector': 'Energy & Petroleum', 'start_date': '2001-12-25', 'end_date': '2004-01-13', 'location': 'Saïda', 'responsibilities': 'transition intuitive web services, disintermediate strategic bandwidth'}, {'company': 'Perret SA', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '1996-10-25', 'end_date': '2000-03-25', 'location': 'Tébessa', 'responsibilities': 'innovate impactful action-items, unleash B2C markets'}, {'company': 'Muller Dubois S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '1994-09-09', 'end_date': '1995-12-07', 'location': 'Laghouat', 'responsibilities': 'empower ubiquitous e-commerce, engage web-enabled technologies'}, {'company': 'Boulanger Nguyen S.A.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '1992-04-15', 'end_date': '1993-07-22', 'location': 'Béjaïa', 'responsibilities': 'expedite out-of-the-box initiatives, incubate intuitive infrastructures'}, {'company': 'Guillon', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '1990-07-13', 'end_date': '1991-11-14', 'location': 'Sétif', 'responsibilities': 'benchmark proactive synergies, visualize cutting-edge users'}]",20
رخاء,Male,1983-12-05,41,Constantine,Operations,Renewable Energy,Chief,19,Ingénieur d'État,Freelance,CDD,"Adaptability, Negotiation, Strategic Planning, Team Leadership, Conflict Resolution, Project Management, Communication, Presentation Skills, Problem Solving, Time Management, Teamwork, Report Writing","{'French': 'Intermediate', 'German': 'Native', 'English': 'Intermediate'}","[{'degree': ""Ingénieur d'État"", 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'traducteur-interprète', 'start_year': 2004, 'end_year': 2007, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Dupré Bigot S.A. High School', 'field_study': 'Technical', 'start_year': 1999, 'end_year': 2002, 'grade': 'Excellent'}]","[{'company': 'Payet', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Renewable Energy', 'start_date': '2021-01-14', 'end_date': 'Present', 'location': 'Oran', 'responsibilities': 'grow real-time paradigms, streamline front-end deliverables, morph magnetic platforms'}]",19
عاتب,Female,2001-05-19,23,Mostaganem,Operations,Mining,Chief,0,Master,Contract,CDI,"Critical Thinking, Team Leadership, Communication, Teamwork, Strategic Planning","{'English': 'Intermediate', 'Arabic': 'Intermediate', 'Tamazight': 'Intermediate', 'Spanish': 'Native'}","[{'degree': 'Master', 'institution': 'University of Tizi Ouzou', 'field_of_study': 'commerçant en alimentation', 'start_year': 2023, 'end_year': 2025, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Lefèvre Fabre SARL High School', 'field_study': 'Science', 'start_year': 2017, 'end_year': 2020, 'grade': 'Excellent'}]","[{'company': 'Dubois SARL', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2024-08-26', 'end_date': 'Present', 'location': 'Naama', 'responsibilities': 'aggregate plug-and-play platforms, whiteboard sticky partnerships, embrace bricks-and-clicks e-tailers'}]",17
زاهر,Female,1967-10-07,57,Mostaganem,Irrigation Technology,Agriculture,Senior,33,Master,Freelance,Freelance,"Strategic Planning, Microsoft Office, Teamwork, Time Management, Presentation Skills, Arabic/French Bilingual, Critical Thinking, Team Leadership, Project Management, Negotiation, Communication, Adaptability","{'French': 'Native', 'German': 'Fluent', 'Tamazight': 'Intermediate'}","[{'degree': 'Master', 'institution': 'University of Mostaganem', 'field_of_study': ""directeur d'accueil collectif de mineurs (ACM)"", 'start_year': 1989, 'end_year': 1991, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Martel High School', 'field_study': 'Science', 'start_year': 1983, 'end_year': 1986, 'grade': 'Excellent'}]","[{'company': 'Bazin', 'job_title': 'General Director', 'department': 'Irrigation Technology', 'sector': 'Agriculture', 'start_date': '2004-08-08', 'end_date': 'Present', 'location': 'Tlemcen', 'responsibilities': 'strategize compelling eyeballs, syndicate interactive systems, enhance magnetic web services'}, {'company': 'Fontaine', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2002-06-12', 'end_date': '2003-05-08', 'location': 'Illizi', 'responsibilities': 'monetize extensible eyeballs, whiteboard e-business action-items'}, {'company': 'Lejeune Moreau SA', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Mining', 'start_date': '1997-07-26', 'end_date': '2001-10-08', 'location': 'Jijel', 'responsibilities': 'utilize ubiquitous vortals, generate granular channels'}, {'company': 'Baudry SARL', 'job_title': 'Penetration Tester', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '1992-03-07', 'end_date': '1996-05-19', 'location': 'Sétif', 'responsibilities': 'transition vertical mindshare, drive dot-com schemas'}, {'company': 'Bonneau', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '1988-09-09', 'end_date': '1991-06-15', 'location': 'El Oued', 'responsibilities': 'architect end-to-end synergies, matrix next-generation e-services'}]",17
ريمان,Female,1999-08-20,25,Annaba,Data Science & AI,Information Technology,Mid,3,Ingénieur d'État,Full-Time,Alternance,"Adaptability, Time Management, Critical Thinking, Presentation Skills, Microsoft Office, Conflict Resolution","{'French': 'Intermediate', 'German': 'Native', 'Tamazight': 'Native'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'brodeur', 'start_year': 2020, 'end_year': 2023, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Rolland Allain SA High School', 'field_study': 'Mathematics', 'start_year': 2015, 'end_year': 2018, 'grade': 'Very Good'}]","[{'company': 'Perrot S.A.S.', 'job_title': 'Business Intelligence Analyst', 'department': 'Data Science & AI', 'sector': 'Information Technology', 'start_date': '2023-11-03', 'end_date': 'Present', 'location': 'Blida', 'responsibilities': 'orchestrate impactful paradigms, monetize viral relationships, revolutionize B2B methodologies'}, {'company': 'Hernandez', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2021-07-13', 'end_date': '2022-01-13', 'location': 'El Tarf', 'responsibilities': 'whiteboard e-business metrics, morph virtual initiatives'}]",19
روفيدا,Male,1968-06-15,56,Béchar,Operations,Fisheries,Junior,34,Licence,Contract,CDI,"Strategic Planning, Problem Solving, Time Management, Presentation Skills, Arabic/French Bilingual, Conflict Resolution, Teamwork, Adaptability, Microsoft Office, Communication, Critical Thinking, Team Leadership","{'French': 'Basic', 'German': 'Native', 'Spanish': 'Intermediate', 'English': 'Native'}","[{'degree': 'Licence', 'institution': 'University of Mostaganem', 'field_of_study': 'mécanicien marine navigant', 'start_year': 1987, 'end_year': 1990, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Deschamps SARL High School', 'field_study': 'Mathematics', 'start_year': 1984, 'end_year': 1987, 'grade': 'Very Good'}]","[{'company': 'Morvan Le Roux S.A.', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2010-06-15', 'end_date': 'Present', 'location': 'Tiaret', 'responsibilities': 'orchestrate strategic convergence, cultivate distributed metrics, engage next-generation solutions'}, {'company': 'Grondin et Fils', 'job_title': 'Department Director', 'department': 'Research & Development', 'sector': 'Education', 'start_date': '2006-08-06', 'end_date': '2009-04-09', 'location': 'Ouargla', 'responsibilities': 'transition bricks-and-clicks web services, iterate viral functionalities'}, {'company': 'Leroy Vasseur S.A.R.L.', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2003-04-12', 'end_date': '2005-06-13', 'location': 'Biskra', 'responsibilities': 'target compelling systems, mesh wireless initiatives'}, {'company': 'Jacquot Fontaine et Fils', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Mining', 'start_date': '1999-07-20', 'end_date': '2002-02-28', 'location': 'Sétif', 'responsibilities': 'matrix dynamic e-business, engineer killer convergence'}, {'company': 'De Sousa', 'job_title': 'Department Director', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '1994-04-14', 'end_date': '1998-11-04', 'location': 'Béjaïa', 'responsibilities': 'engage visionary schemas, re-intermediate world-class e-services'}, {'company': 'Brunet S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '1992-10-24', 'end_date': '1993-09-12', 'location': 'Tébessa', 'responsibilities': 'optimize integrated metrics, evolve best-of-breed ROI'}]",15
مرادي,Female,1969-11-26,55,El Tarf,General Management,Pharmaceuticals,Lead,31,Master,Freelance,CDD,"Problem Solving, Presentation Skills, Critical Thinking, Adaptability, Project Management, Conflict Resolution, Microsoft Office, Report Writing, Strategic Planning, Teamwork, Time Management, Arabic/French Bilingual","{'Tamazight': 'Fluent', 'Arabic': 'Basic', 'Spanish': 'Fluent'}","[{'degree': 'Master', 'institution': 'University of Biskra', 'field_of_study': ""professeur d'éducation physique et sportive (EPS)"", 'start_year': 1991, 'end_year': 1993, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Gauthier High School', 'field_study': 'Technical', 'start_year': 1985, 'end_year': 1988, 'grade': 'Very Good'}]","[{'company': 'Aubert', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2015-09-05', 'end_date': 'Present', 'location': 'Ghardaïa', 'responsibilities': 'brand distributed communities, engineer bleeding-edge paradigms, generate viral initiatives'}, {'company': 'Gosselin', 'job_title': 'Administrative Manager', 'department': 'Agronomy Research', 'sector': 'Agriculture', 'start_date': '2013-09-18', 'end_date': '2014-11-18', 'location': 'Aïn Témouchent', 'responsibilities': 'redefine viral applications, evolve intuitive schemas'}, {'company': 'Ribeiro', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2010-08-16', 'end_date': '2012-08-16', 'location': 'Aïn Témouchent', 'responsibilities': 'incubate bricks-and-clicks content, maximize proactive infrastructures'}, {'company': 'Bruneau', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2006-08-20', 'end_date': '2009-08-04', 'location': 'El Oued', 'responsibilities': 'target back-end partnerships, evolve leading-edge solutions'}, {'company': 'Breton S.A.S.', 'job_title': 'Operations Manager', 'department': 'Clinical Operations', 'sector': 'Healthcare', 'start_date': '2004-07-20', 'end_date': '2005-06-14', 'location': 'Constantine', 'responsibilities': 'enhance bleeding-edge web-readiness, re-intermediate B2C niches'}, {'company': 'Humbert', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2001-10-06', 'end_date': '2003-06-28', 'location': 'Tamanrasset', 'responsibilities': 'aggregate efficient convergence, expedite wireless applications'}]",17
عبد المجيد,Female,1968-08-27,56,Illizi,General Management,Aerospace & Defense,Mid,34,Ingénieur d'État,Part-Time,CDI,"Team Leadership, Conflict Resolution, Problem Solving, Adaptability, Arabic/French Bilingual, Strategic Planning, Teamwork, Critical Thinking, Negotiation, Microsoft Office, Presentation Skills, Project Management","{'German': 'Native', 'Tamazight': 'Basic', 'Arabic': 'Basic'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Mostaganem', 'field_of_study': 'chef de projet web/mobile', 'start_year': 1989, 'end_year': 1992, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Bailly High School', 'field_study': 'Mathematics', 'start_year': 1984, 'end_year': 1987, 'grade': 'Very Good'}]","[{'company': 'Lebrun Georges S.A.S.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2015-10-07', 'end_date': 'Present', 'location': 'Ouargla', 'responsibilities': 'transition back-end architectures, target impactful supply-chains, exploit intuitive e-services'}, {'company': 'Duval', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2011-09-24', 'end_date': '2014-09-26', 'location': 'Blida', 'responsibilities': 'enhance web-enabled e-services, disintermediate visionary deliverables'}, {'company': 'Morin Costa SA', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2007-08-02', 'end_date': '2010-01-06', 'location': 'Naama', 'responsibilities': 'facilitate wireless systems, synergize end-to-end solutions'}, {'company': 'Arnaud Gillet et Fils', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2002-01-13', 'end_date': '2006-06-25', 'location': 'El Tarf', 'responsibilities': 'revolutionize B2B synergies, utilize innovative e-services'}, {'company': 'Voisin Rousset SA', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2000-04-01', 'end_date': '2001-08-19', 'location': 'Batna', 'responsibilities': 'empower next-generation interfaces, exploit B2C partnerships'}, {'company': 'Seguin Lemonnier S.A.S.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '1996-08-10', 'end_date': '1999-03-08', 'location': 'Ghardaïa', 'responsibilities': 'cultivate magnetic communities, deliver user-centric functionalities'}]",19
رشدي,Female,1988-10-16,36,El Tarf,General Management,Mining,Mid,8,Doctorat,Part-Time,Alternance,"Adaptability, Presentation Skills, Time Management, Problem Solving, Microsoft Office, Report Writing, Negotiation, Arabic/French Bilingual, Conflict Resolution","{'French': 'Basic', 'Spanish': 'Fluent', 'English': 'Fluent', 'German': 'Basic'}","[{'degree': 'Doctorat', 'institution': 'University of Mostaganem', 'field_of_study': 'projectionniste', 'start_year': 2012, 'end_year': 2017, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Sanchez High School', 'field_study': 'Mathematics', 'start_year': 2004, 'end_year': 2007, 'grade': 'Very Good'}]","[{'company': 'Dias S.A.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2018-07-05', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 'benchmark dot-com paradigms, streamline end-to-end e-commerce, mesh enterprise deliverables'}]",20
فدائي,Female,1989-03-19,36,Tamanrasset,Export Operations,Agriculture,Mid,14,Ingénieur d'État,Freelance,CDI,"Microsoft Office, Critical Thinking, Arabic/French Bilingual, Adaptability, Project Management, Conflict Resolution, Negotiation, Teamwork, Communication, Presentation Skills, Time Management, Report Writing","{'Spanish': 'Fluent', 'Tamazight': 'Native', 'French': 'Basic', 'German': 'Native'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Skikda', 'field_of_study': 'esthéticien-cosméticien', 'start_year': 2009, 'end_year': 2012, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Allain High School', 'field_study': 'Mathematics', 'start_year': 2004, 'end_year': 2007, 'grade': 'Excellent'}]","[{'company': 'Garnier S.A.S.', 'job_title': 'Project Manager', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2023-01-03', 'end_date': 'Present', 'location': 'Saïda', 'responsibilities': 'brand customized synergies, leverage collaborative communities, enhance clicks-and-mortar web-readiness'}, {'company': 'Besson S.A.R.L.', 'job_title': 'Department Director', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '2019-06-10', 'end_date': '2022-02-06', 'location': 'Béjaïa', 'responsibilities': 'enhance impactful partnerships, drive integrated solutions'}, {'company': 'Foucher', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2014-03-09', 'end_date': '2018-09-22', 'location': 'Béjaïa', 'responsibilities': 'leverage rich action-items, facilitate granular schemas'}, {'company': 'Hardy', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2011-10-01', 'end_date': '2013-07-22', 'location': 'Djanet', 'responsibilities': 'optimize proactive infrastructures, syndicate holistic ROI'}, {'company': 'Gérard', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2009-08-08', 'end_date': '2010-05-23', 'location': 'Tamanrasset', 'responsibilities': 'brand collaborative content, deliver holistic action-items'}]",19
دارين,Male,1999-05-11,25,Ghardaïa,General Management,Retail,Senior,0,Doctorat,Part-Time,Freelance,"Critical Thinking, Communication, Arabic/French Bilingual, Report Writing, Teamwork","{'English': 'Intermediate', 'Arabic': 'Fluent'}","[{'degree': 'Doctorat', 'institution': 'University of Chlef', 'field_of_study': 'ingénieur forage', 'start_year': 2023, 'end_year': 2028, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Guérin High School', 'field_study': 'Literature', 'start_year': 2015, 'end_year': 2018, 'grade': 'Excellent'}]","[{'company': 'Launay', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2024-07-14', 'end_date': 'Present', 'location': 'Annaba', 'responsibilities': 'generate open-source technologies, visualize revolutionary channels, maximize cross-media channels'}]",20
وصفي,Male,1972-03-31,53,Annaba,Sustainable Farming,Agriculture,Chief,31,Bac,Contract,CDI,"Project Management, Team Leadership, Strategic Planning, Water Conservation, Agroecology, Conflict Resolution, Communication, Soil Health Management, Precision Agriculture, Teamwork, Microsoft Office, Negotiation","{'Arabic': 'Native', 'Tamazight': 'Fluent', 'Spanish': 'Basic'}","[{'degree': 'Bac', 'institution': 'University of Bejaia', 'field_of_study': 'ingénieur radioprotection', 'start_year': 1989, 'end_year': 1990, 'grade': 'Excellent'}]","[{'company': 'Roy S.A.R.L.', 'job_title': 'Department Director', 'department': 'Sustainable Farming', 'sector': 'Agriculture', 'start_date': '2002-06-09', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'monetize compelling ROI, re-contextualize plug-and-play solutions, matrix bleeding-edge schemas'}, {'company': 'Clément SA', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Construction', 'start_date': '1999-11-27', 'end_date': '2001-04-21', 'location': 'Batna', 'responsibilities': 'matrix turn-key platforms, embrace value-added users'}, {'company': 'Léger', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '1996-12-06', 'end_date': '1998-07-15', 'location': 'Adrar', 'responsibilities': 'utilize out-of-the-box supply-chains, mesh real-time infrastructures'}, {'company': 'Besnard Pereira SA', 'job_title': 'Operations Manager', 'department': 'Agronomy Research', 'sector': 'Agriculture', 'start_date': '1993-05-08', 'end_date': '1995-12-27', 'location': 'Ouargla', 'responsibilities': 'morph scalable applications, unleash bricks-and-clicks infrastructures'}, {'company': 'Lemonnier', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '1990-12-04', 'end_date': '1992-04-14', 'location': 'Béjaïa', 'responsibilities': 'maximize innovative technologies, expedite leading-edge action-items'}]",12
زياد,Male,1971-04-09,54,Sétif,Retail Banking,Banking & Finance,Senior,32,Bac,Part-Time,Stage,"Negotiation, Communication, Project Management, Adaptability, Teamwork, Conflict Resolution, Presentation Skills, Time Management, Critical Thinking, Strategic Planning, Problem Solving, Arabic/French Bilingual","{'Tamazight': 'Intermediate', 'Arabic': 'Intermediate', 'German': 'Intermediate', 'English': 'Native'}","[{'degree': 'Bac', 'institution': 'University of Chlef', 'field_of_study': 'technicien packaging', 'start_year': 1988, 'end_year': 1989, 'grade': 'Good'}]","[{'company': 'Petitjean Moulin S.A.R.L.', 'job_title': 'Team Leader', 'department': 'Retail Banking', 'sector': 'Banking & Finance', 'start_date': '1998-04-14', 'end_date': 'Present', 'location': 'El Oued', 'responsibilities': 'transition best-of-breed ROI, envisioneer 24/7 mindshare, visualize virtual experiences'}, {'company': 'Olivier', 'job_title': 'Team Leader', 'department': 'International Relations', 'sector': 'Education', 'start_date': '1993-03-22', 'end_date': '1997-03-16', 'location': 'Blida', 'responsibilities': 'harness efficient schemas, utilize compelling e-services'}, {'company': 'Bailly', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '1991-04-10', 'end_date': '1992-05-04', 'location': 'Tlemcen', 'responsibilities': 'enhance open-source models, benchmark global channels'}]",12
قصي,Female,1971-04-23,54,Skikda,General Management,Retail,Junior,26,Doctorat,Internship,CDI,"Presentation Skills, Time Management, Communication, Adaptability, Problem Solving, Arabic/French Bilingual, Conflict Resolution, Negotiation, Critical Thinking, Team Leadership, Strategic Planning, Microsoft Office","{'Tamazight': 'Native', 'French': 'Intermediate'}","[{'degree': 'Doctorat', 'institution': 'University of Tizi Ouzou', 'field_of_study': 'sage-femme', 'start_year': 1994, 'end_year': 1999, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Charles S.A.R.L. High School', 'field_study': 'Technical', 'start_year': 1986, 'end_year': 1989, 'grade': 'Average'}]","[{'company': 'Roche Guyot S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2013-05-14', 'end_date': 'Present', 'location': 'Tébessa', 'responsibilities': 'orchestrate rich applications, unleash rich schemas, engineer killer networks'}]",20
صبور,Male,1972-07-09,52,Mostaganem,Operations,Pharmaceuticals,Mid,30,Bac,Contract,Stage,"Presentation Skills, Critical Thinking, Team Leadership, Adaptability, Time Management, Communication, Problem Solving, Strategic Planning, Microsoft Office, Teamwork, Conflict Resolution, Arabic/French Bilingual","{'French': 'Native', 'Arabic': 'Basic'}","[{'degree': 'Bac', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'dessinateur-projeteur', 'start_year': 1990, 'end_year': 1991, 'grade': 'Average'}]","[{'company': 'Didier', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '2021-06-15', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'utilize clicks-and-mortar e-commerce, matrix efficient niches, engineer virtual interfaces'}, {'company': 'Chrétien', 'job_title': 'Department Director', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2017-10-24', 'end_date': '2020-09-27', 'location': 'Constantine', 'responsibilities': 'architect dynamic channels, syndicate compelling platforms'}, {'company': 'Verdier', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2015-03-10', 'end_date': '2016-02-05', 'location': 'Blida', 'responsibilities': 'enable revolutionary niches, innovate B2C web-readiness'}, {'company': 'Bertrand et Fils', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2011-10-14', 'end_date': '2014-11-11', 'location': 'In Salah', 'responsibilities': 'exploit compelling architectures, envisioneer cross-media mindshare'}]",12
عبد الرّزاق,Male,1975-05-18,49,Biskra,General Management,Pharmaceuticals,Lead,21,Doctorat,Contract,Freelance,"Time Management, Conflict Resolution, Negotiation, Strategic Planning, Teamwork, Report Writing, Problem Solving, Adaptability, Arabic/French Bilingual, Critical Thinking, Team Leadership, Project Management","{'German': 'Intermediate', 'Arabic': 'Intermediate', 'Tamazight': 'Intermediate', 'French': 'Native'}","[{'degree': 'Doctorat', 'institution': 'University of Tizi Ouzou', 'field_of_study': ""maître d'hôtel"", 'start_year': 1999, 'end_year': 2004, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Weber Gilles S.A.S. High School', 'field_study': 'Science', 'start_year': 1991, 'end_year': 1994, 'grade': 'Average'}]","[{'company': 'Salmon', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2012-07-05', 'end_date': 'Present', 'location': 'Timimoun', 'responsibilities': 'whiteboard 24/365 web-readiness, expedite turn-key infrastructures, integrate wireless mindshare'}, {'company': 'Millet SA', 'job_title': 'Mobile App Developer', 'department': 'Mobile Development', 'sector': 'Information Technology', 'start_date': '2008-10-06', 'end_date': '2011-08-18', 'location': 'Tiaret', 'responsibilities': 'e-enable holistic experiences, facilitate robust interfaces'}, {'company': 'Carlier', 'job_title': 'Team Leader', 'department': 'Clinical Operations', 'sector': 'Healthcare', 'start_date': '2006-10-07', 'end_date': '2007-06-22', 'location': 'Annaba', 'responsibilities': 'utilize real-time e-tailers, mesh integrated interfaces'}, {'company': 'Gay Julien et Fils', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2002-03-06', 'end_date': '2005-01-02', 'location': 'Annaba', 'responsibilities': 'envisioneer viral experiences, drive holistic web-readiness'}, {'company': 'Dupuis', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2000-01-22', 'end_date': '2001-04-03', 'location': 'Illizi', 'responsibilities': 'optimize e-business niches, productize back-end functionalities'}]",20
قحطان,Male,1990-07-06,34,Sétif,General Management,Tourism & Hospitality,Mid,10,Master,Part-Time,CDI,"Problem Solving, Adaptability, Microsoft Office, Critical Thinking, Conflict Resolution, Teamwork, Arabic/French Bilingual, Team Leadership, Time Management, Negotiation","{'English': 'Intermediate', 'Tamazight': 'Basic'}","[{'degree': 'Master', 'institution': 'University of Bejaia', 'field_of_study': 'webdesigner', 'start_year': 2012, 'end_year': 2014, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Bonnin High School', 'field_study': 'Mathematics', 'start_year': 2006, 'end_year': 2009, 'grade': 'Average'}]","[{'company': 'Thomas', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2017-05-18', 'end_date': 'Present', 'location': 'Tlemcen', 'responsibilities': 'transition killer niches, synthesize front-end e-markets, utilize best-of-breed architectures'}, {'company': 'Joly Carlier SA', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2014-08-10', 'end_date': '2016-06-27', 'location': 'Jijel', 'responsibilities': 'orchestrate leading-edge convergence, orchestrate ubiquitous e-services'}]",17
