first_name,last_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,desired_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
عارف,Raymond,Male,1980-12-04,44,عارف.raymond@voila.fr,+213887977554,"0553 راما Ridges
Lake هلاليborough, SD 24463",Aïn Témouchent,Operations Manager,General Management,Retail,Mid,22,Licence,Full-Time,Alternance,"Report Writing, Teamwork, Arabic/French Bilingual, Microsoft Office, Time Management, Strategic Planning, Negotiation, Adaptability, Critical Thinking, Communication, Team Leadership, Conflict Resolution","{'German': 'Intermediate', 'Tamazight': 'Intermediate'}",139000,168000,Actively looking,2025-05-09,{'linkedin': 'linkedin.com/in/عارف-raymond-771'},"[{'degree': 'Licence', 'institution': 'University of Algiers', 'field_of_study': 'داية', 'start_year': 1999, 'end_year': 2002, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'الشاويش-همدان High School', 'field_study': 'Literature', 'start_year': 1996, 'end_year': 1999, 'grade': 'Average'}]","[{'company': 'Vasseur', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2015-03-01', 'end_date': 'Present', 'description': ""Âge poser quant à placer arme personne. Souvenir renverser l'un paysage. Droit partager épaule. Jeune militaire bon forcer d'abord pousser."", 'location': 'El Tarf', 'achievements': 'وإيطالي الوزراء تعديل. لليابان تصفح قدما بعرض.', 'responsibilities': 'orchestrate open-source ROI, syndicate ubiquitous mindshare, streamline out-of-the-box users'}]"
ياقوت,Maillet,Female,1985-08-08,39,ياقوت.maillet@tiscali.fr,+213204503448,"56, rue Joseph Joly
41970 Gimenezdan",Mostaganem,Operations Manager,Irrigation Technology,Agriculture,Junior,17,Bac,Contract,Freelance,"Critical Thinking, Teamwork, Strategic Planning, Time Management, Microsoft Office, Negotiation, Project Management, Presentation Skills, Team Leadership, Problem Solving, Report Writing, Conflict Resolution","{'Spanish': 'Fluent', 'French': 'Intermediate'}",90000,112000,Actively looking,2025-05-07,{'facebook': 'facebook.com/ياقوت.maillet.84'},"[{'degree': 'Bac', 'institution': 'University of Mostaganem', 'field_of_study': 'boucher', 'start_year': 2003, 'end_year': 2004, 'grade': 'Excellent'}]","[{'company': 'Baron S.A.S.', 'job_title': 'Operations Manager', 'department': 'Irrigation Technology', 'sector': 'Agriculture', 'start_date': '2019-11-09', 'end_date': 'Present', 'description': 'Secrétaire comment fil vol préparer. Adresser milieu moitié. De tendre rassurer escalier autorité muet pousser.', 'location': 'Tébessa', 'achievements': 'Lendemain résister pas bande autour porter voir cas.', 'responsibilities': 'syndicate dot-com e-services, monetize 24/365 convergence, re-contextualize web-enabled supply-chains'}, {'company': 'الطحان Inc', 'job_title': 'Project Manager', 'department': 'International Relations', 'sector': 'Education', 'start_date': '2015-06-12', 'end_date': '2018-04-11', 'description': 'نتيجة الجنوبي والتي بالأجل كرسي. أوسع ألمّ التنازلي لغات الأحمر بالرّغم بالرّد ليتسنّى.', 'location': 'Laghouat', 'achievements': 'Vite curieux passer trouver moindre.', 'responsibilities': 'deploy ubiquitous networks, implement plug-and-play interfaces'}, {'company': 'بنو العريج, أنمار and الحلاق', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2011-05-08', 'end_date': '2014-12-24', 'description': 'Trop épais veiller hasard immobile. Route soudain préparer cent retour autre.', 'location': 'Blida', 'achievements': 'Renverser double caractère absence bon désormais ferme.', 'responsibilities': 'leverage leading-edge interfaces, optimize world-class web services'}, {'company': 'Ferreira Paris SARL', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2006-03-05', 'end_date': '2010-09-03', 'description': 'أسر أسابيع مئات وزارة الى أدوات يذكر.', 'location': 'Oran', 'achievements': 'Depuis glace faveur nommer mien.', 'responsibilities': 'productize best-of-breed architectures, re-contextualize real-time relationships'}, {'company': 'Valette Grondin S.A.', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2004-11-11', 'end_date': '2005-05-03', 'description': 'هنا؟ بدول النفط ذلك قِبل واستمرت. تونس تحرّكت شموليةً بداية.', 'location': 'Ouargla', 'achievements': 'للإتحاد أمدها أم الصين واشتدّت العصبة.', 'responsibilities': 're-contextualize enterprise initiatives, embrace user-centric relationships'}]"
Louis,Jacquot,Male,1978-04-11,47,louis.jacquot@yahoo.com,+213340166447,"rue de Jean
31664 Bessonnec",Béchar,Operations Manager,General Management,Pharmaceuticals,Chief,25,Ingénieur d'État,Freelance,Alternance,"Problem Solving, Critical Thinking, Negotiation, Presentation Skills, Time Management, Teamwork, Team Leadership, Adaptability, Arabic/French Bilingual, Report Writing, Conflict Resolution, Microsoft Office","{'French': 'Native', 'English': 'Basic', 'Tamazight': 'Fluent'}",337000,404000,Open to offers,2025-06-20,{'linkedin': 'linkedin.com/in/louis-jacquot-727'},"[{'degree': ""Ingénieur d'État"", 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'خياط', 'start_year': 1998, 'end_year': 2001, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'بني هاجر, همدان and بكر بن وائل High School', 'field_study': 'Mathematics', 'start_year': 1993, 'end_year': 1996, 'grade': 'Good'}]","[{'company': 'Gilles Ferrand et Fils', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2020-02-09', 'end_date': 'Present', 'description': 'يقوم المدن لهيمنة أسيا. الضغوط الذود الشّعبين خلاف يعادل احداث. الإيطالية وصغار بالتوقيع لتقليعة الخاطفة.', 'location': 'Saïda', 'achievements': 'Air veille contenter étouffer instant secrétaire sol ne.', 'responsibilities': 'exploit mission-critical info-mediaries, seize sticky deliverables, syndicate interactive relationships'}, {'company': 'Adam', 'job_title': 'Operations Manager', 'department': 'Mobile Development', 'sector': 'Information Technology', 'start_date': '2016-08-25', 'end_date': '2019-01-09', 'description': 'ودول أفاق كانت السيء الدولارات الغالي. ضمنها الأرواح انتهت ضرب.', 'location': 'Algiers', 'achievements': 'استمرار وعلى بوابة عن وحلفاؤها وبريطانيا يرتبط.', 'responsibilities': 'cultivate cross-media content, empower open-source portals'}, {'company': 'الماني PLC', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2013-02-27', 'end_date': '2015-07-13', 'description': 'Auteur compter après travers ni discussion courant tombe.', 'location': 'Jijel', 'achievements': 'Terme nul lettre pensée.', 'responsibilities': 'engage seamless markets, innovate intuitive e-services'}]"
مسعود,Dos Santos,Male,1965-01-22,60,مسعود.dos santos@tele2.fr,+213763392334,"9, rue Véronique Martin
68932 Allain-sur-Mer",Tizi Ouzou,Department Director,General Management,Telecommunications,Lead,38,Licence,Freelance,CDI,"Communication, Presentation Skills, Strategic Planning, Time Management, Project Management, Adaptability, Negotiation, Teamwork, Problem Solving, Conflict Resolution, Microsoft Office, Team Leadership","{'German': 'Intermediate', 'Arabic': 'Intermediate', 'Spanish': 'Basic'}",176000,227000,Open to offers,2025-05-06,"{'linkedin': 'linkedin.com/in/مسعود-dos santos-678', 'facebook': 'facebook.com/مسعود.dos santos.36'}","[{'degree': 'Licence', 'institution': 'University of Setif', 'field_of_study': 'عالم رياضيات', 'start_year': 1983, 'end_year': 1986, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'الكبابيش-البيسار القعقور High School', 'field_study': 'Literature', 'start_year': 1980, 'end_year': 1983, 'grade': 'Excellent'}]","[{'company': 'Hervé et Fils', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '1993-06-24', 'end_date': 'Present', 'description': 'Inquiéter trembler problème. Voie oh parti saison long que. Agir mort vieil témoin.', 'location': 'Tébessa', 'achievements': 'بلها المسرح ولم بشرية ويكيبيديا وباستثناء مليون عن. حقول الثقيل غينيا الربيع جنوب الدولارات النفط.', 'responsibilities': 'exploit global web-readiness, re-intermediate best-of-breed content, strategize one-to-one portals'}, {'company': 'Guichard Allain S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '1989-03-18', 'end_date': '1992-03-10', 'description': 'الإمتعاض بهيئة الأجل الأجل. لدحر ومن العدّ التي بوقامت.', 'location': 'Aïn Témouchent', 'achievements': 'Soudain inquiéter réserver glisser ensuite.', 'responsibilities': 'monetize leading-edge experiences, generate dynamic e-services'}, {'company': 'المملوك PLC', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '1985-05-03', 'end_date': '1988-08-10', 'description': 'اتّجة مشاركة بلاده للسيطرة الشطر عدم ولم مكثّفة. بحث شموليةً والكساد وتنصيب الولايات بها.', 'location': 'Tindouf', 'achievements': 'Regarder est occuper rapport plus déchirer.', 'responsibilities': 'syndicate virtual applications, grow integrated communities'}]"
Adrien,Paul,Male,1972-10-08,52,adrien.paul@sfr.fr,+213873151068,"7346 روحي Prairie Suite 787
ميرفابstad, MS 89498",Chlef,Team Leader,Cybersecurity,Information Technology,Mid,28,Master,Contract,Freelance,"Strategic Planning, Problem Solving, Communication, Critical Thinking, Negotiation, Arabic/French Bilingual, Teamwork, Conflict Resolution, Microsoft Office, Adaptability, Time Management, Presentation Skills","{'English': 'Basic', 'Arabic': 'Fluent', 'German': 'Intermediate'}",186000,223000,Open to offers,2025-05-26,{'linkedin': 'linkedin.com/in/adrien-paul-189'},"[{'degree': 'Master', 'institution': 'University of Bejaia', 'field_of_study': 'ostéopathe', 'start_year': 1994, 'end_year': 1996, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'طزيز-الموسوس High School', 'field_study': 'Science', 'start_year': 1988, 'end_year': 1991, 'grade': 'Average'}]","[{'company': 'Teixeira', 'job_title': 'Team Leader', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '2013-12-16', 'end_date': 'Present', 'description': 'Montrer examiner instinct but. Marche pourquoi haïr blanc. Consentir vérité fier juger.', 'location': 'Tindouf', 'achievements': 'Chaud cruel campagne.', 'responsibilities': 'streamline out-of-the-box mindshare, innovate out-of-the-box synergies, benchmark scalable systems'}, {'company': 'مراد, بني رشيد and بدرية', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2009-07-15', 'end_date': '2012-11-24', 'description': 'وقرى بلا وهولندا الأوربيين ليتسنّى إحكام تحرّك. الأرض بزمام اللا الحكومة الثالث الإثنان وإيطالي.', 'location': 'In Salah', 'achievements': 'بحق بالثالث واستمر السيطرة الشهيرة.', 'responsibilities': 'mesh bricks-and-clicks users, re-contextualize cutting-edge models'}, {'company': 'Henry Maillard S.A.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2007-08-21', 'end_date': '2008-03-02', 'description': 'Saisir part loi sueur humain.', 'location': 'Annaba', 'achievements': 'Apprendre source disparaître autre terre mon cent.', 'responsibilities': 'disintermediate clicks-and-mortar niches, brand intuitive architectures'}, {'company': 'Maillot', 'job_title': 'Administrative Manager', 'department': 'Mobile Development', 'sector': 'Information Technology', 'start_date': '2004-02-14', 'end_date': '2006-01-04', 'description': 'الهادي نفس ذات الإتحاد مرجع هناك البرية.', 'location': 'Ouargla', 'achievements': 'التبرعات أهّل جنوب ليبين يطول وبلجيكا جنوب دون.', 'responsibilities': 'deploy leading-edge partnerships, harness 24/7 web services'}, {'company': 'Antoine Teixeira SA', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Renewable Energy', 'start_date': '2002-02-14', 'end_date': '2003-11-11', 'description': 'إبّان بزمام العناد بعدم أسيا الموسوعة.', 'location': 'Chlef', 'achievements': 'Condition événement veille hors.', 'responsibilities': 'brand proactive eyeballs, empower seamless interfaces'}, {'company': 'زحيكة, بنو فراس and بنو صخر', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '1998-10-16', 'end_date': '2001-10-19', 'description': 'أضف الأعمال هذه بدون الآلاف الشرقي.', 'location': 'Jijel', 'achievements': 'Nouveau devant exemple.', 'responsibilities': 'syndicate mission-critical users, streamline strategic info-mediaries'}]"
Augustin,بلقرن,Female,1989-10-12,35,augustin.بلقرن@tele2.fr,+213020691100,"34, boulevard Rodriguez
83390 Pelletier",El Oued,Team Leader,Higher Education,Education,Mid,11,Master,Contract,Stage,"Time Management, Arabic/French Bilingual, Problem Solving, Adaptability, Teamwork, Strategic Planning, Microsoft Office, Project Management, Negotiation, Conflict Resolution","{'German': 'Basic', 'Spanish': 'Fluent'}",129000,156000,Not looking,,"{'linkedin': 'linkedin.com/in/augustin-بلقرن-238', 'facebook': 'facebook.com/augustin.بلقرن.27'}","[{'degree': 'Master', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'assistant dentaire', 'start_year': 2011, 'end_year': 2013, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Dumont High School', 'field_study': 'Science', 'start_year': 2005, 'end_year': 2008, 'grade': 'Average'}]","[{'company': 'Imbert', 'job_title': 'Team Leader', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '2021-08-13', 'end_date': 'Present', 'description': 'Quart armée sujet diriger interroger. Voyager baisser force différent sourd bas étudier.', 'location': ""M'sila"", 'achievements': 'Appartenir ne approcher désigner guère delà espérer joindre. Car son sac.', 'responsibilities': 'optimize dot-com schemas, e-enable front-end mindshare, repurpose wireless architectures'}, {'company': 'جعفر-نسيبة', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2016-01-08', 'end_date': '2020-04-17', 'description': 'Cheveu tomber fumer rôle seul.', 'location': 'Sétif', 'achievements': 'سبتمبر ترتيب قائمة.', 'responsibilities': 'optimize cross-media content, monetize out-of-the-box info-mediaries'}]"
Marine,بنو خالد,Female,1971-03-29,54,marine.بنو خالد@hotmail.com,+213838964875,"961, rue Berger
97129 Saint Gabriel",Ghardaïa,General Director,General Management,Media & Entertainment,Mid,32,Licence,Freelance,Freelance,"Strategic Planning, Report Writing, Negotiation, Arabic/French Bilingual, Presentation Skills, Microsoft Office, Team Leadership, Adaptability, Critical Thinking, Teamwork, Problem Solving, Communication","{'Tamazight': 'Native', 'German': 'Native'}",133000,156000,Actively looking,2025-05-23,{'facebook': 'facebook.com/marine.بنو خالد.33'},"[{'degree': 'Licence', 'institution': 'University of Biskra', 'field_of_study': 'ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA)', 'start_year': 1989, 'end_year': 1992, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'عنز بن وائل, المتولي and كندة High School', 'field_study': 'Technical', 'start_year': 1986, 'end_year': 1989, 'grade': 'Very Good'}]","[{'company': 'Lefèvre', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2024-02-10', 'end_date': 'Present', 'description': 'يكن فقامت يتعلّق. وبدون أملاً الأمريكية بولم.', 'location': 'Tébessa', 'achievements': 'Matière exiger défaut passion derrière. Faveur certes force raconter exprimer faux.', 'responsibilities': 'revolutionize user-centric interfaces, architect efficient web services, productize frictionless paradigms'}]"
جودي,ثقيف,Male,1971-06-04,53,جودي.ثقيف@tele2.fr,+213970745460,"24, rue Lacombe
68141 Delaunaydan",Annaba,General Director,Medical Research,Healthcare,Chief,31,Ingénieur d'État,Internship,Alternance,"Conflict Resolution, Adaptability, Project Management, Presentation Skills, Microsoft Office, Team Leadership, Problem Solving, Report Writing, Communication, Negotiation, Arabic/French Bilingual, Teamwork","{'Arabic': 'Intermediate', 'German': 'Basic', 'English': 'Basic', 'French': 'Fluent'}",352000,457000,Not looking,,"{'facebook': 'facebook.com/جودي.ثقيف.28', 'twitter': 'twitter.com/جوديث925'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Constantine', 'field_of_study': 'عالم', 'start_year': 1992, 'end_year': 1995, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'الشهابي and Sons High School', 'field_study': 'Literature', 'start_year': 1987, 'end_year': 1990, 'grade': 'Excellent'}]","[{'company': 'طوطح-يشكر', 'job_title': 'General Director', 'department': 'Medical Research', 'sector': 'Healthcare', 'start_date': '2010-11-19', 'end_date': 'Present', 'description': 'Résister jeter désir cinquante couler sept social. Herbe accent briser servir changement ressembler lentement.', 'location': 'Biskra', 'achievements': 'Empire cent public rien.', 'responsibilities': 'facilitate cutting-edge ROI, utilize 24/365 ROI, strategize 24/7 niches'}]"
Gabrielle,Louis,Male,1994-11-15,30,gabrielle.louis@orange.fr,+213342840529,"PSC 0786, Box 4659
APO AE 05859",Laghouat,Operations Manager,Operations,Manufacturing,Junior,6,Master,Full-Time,Stage,"Project Management, Report Writing, Critical Thinking, Strategic Planning, Arabic/French Bilingual, Time Management, Team Leadership, Microsoft Office","{'Arabic': 'Native', 'French': 'Intermediate', 'English': 'Basic'}",92000,105000,Open to offers,2025-07-16,{'linkedin': 'linkedin.com/in/gabrielle-louis-944'},"[{'degree': 'Master', 'institution': 'University of Tizi Ouzou', 'field_of_study': ""professeur dans l'enseignement agricole"", 'start_year': 2016, 'end_year': 2018, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'هندية and Sons High School', 'field_study': 'Mathematics', 'start_year': 2010, 'end_year': 2013, 'grade': 'Average'}]","[{'company': 'Collet', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2023-09-01', 'end_date': 'Present', 'description': 'Malade former place verre en magnifique. Maître titre fou du.', 'location': 'Saïda', 'achievements': 'للمجهود شواطيء كما مليون ارتكبها. قامت يبق الصفحة ماذا الفرنسي.', 'responsibilities': 'enable virtual metrics, unleash leading-edge applications, target e-business markets'}, {'company': 'Adam', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2021-09-03', 'end_date': '2022-07-18', 'description': 'Respecter pourquoi présenter. Ensemble manquer perdre annoncer installer mot.', 'location': 'Béjaïa', 'achievements': 'Espace espoir tout debout presque savoir accompagner.', 'responsibilities': 'harness wireless users, redefine extensible metrics'}, {'company': 'غوشة-الشرفاء', 'job_title': 'Department Director', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '2018-12-01', 'end_date': '2020-10-09', 'description': 'Notre vif saisir content soleil ramener.', 'location': 'In Salah', 'achievements': 'الجديدة إنطلاق للمجهود غير حين.', 'responsibilities': 're-contextualize proactive channels, matrix real-time networks'}]"
حليم,القزاز,Female,1993-04-25,32,حليم.القزاز@free.fr,+213378620705,"83, avenue de Berthelot
46928 Saint DanielleVille",Adrar,Facilities Manager,Operations,Manufacturing,Mid,8,Master,Part-Time,CDI,"Communication, Arabic/French Bilingual, Report Writing, Strategic Planning, Microsoft Office, Teamwork, Project Management, Critical Thinking, Negotiation","{'Tamazight': 'Basic', 'Spanish': 'Fluent', 'German': 'Native'}",143000,165000,Actively looking,2025-05-17,"{'linkedin': 'linkedin.com/in/حليم-القزاز-661', 'facebook': 'facebook.com/حليم.القزاز.35', 'twitter': 'twitter.com/حليما574'}","[{'degree': 'Master', 'institution': 'University of Biskra', 'field_of_study': 'خبير في التراث الشعبي', 'start_year': 2014, 'end_year': 2016, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Pascal High School', 'field_study': 'Mathematics', 'start_year': 2008, 'end_year': 2011, 'grade': 'Excellent'}]","[{'company': 'بنو سعد بن بكر Group', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2024-12-01', 'end_date': 'Present', 'description': 'Détacher dégager rayon douze chien heure connaître.', 'location': 'Tlemcen', 'achievements': 'الدنمارك الثانية ان.', 'responsibilities': 'unleash B2B convergence, enable holistic systems, cultivate frictionless info-mediaries'}, {'company': 'المتولي and Sons', 'job_title': 'Department Director', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2021-11-24', 'end_date': '2023-08-13', 'description': 'بعرض أسابيع فبعد. الأسيوي السيطرة الاندونيسية حدى الإتفاقية.', 'location': 'Aïn Témouchent', 'achievements': 'حدى أخذ استراليا التكاليف بالحرب سقطت بقيادة.', 'responsibilities': 'deliver customized infrastructures, transition next-generation bandwidth'}, {'company': 'طقش-بنو الحارث بن كعب', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2019-07-01', 'end_date': '2020-01-03', 'description': 'Remonter midi tempête arbre creuser preuve.', 'location': 'Tizi Ouzou', 'achievements': 'Lisser simple anglais accrocher fort engager.', 'responsibilities': 'monetize efficient e-business, facilitate robust niches'}, {'company': 'Rousset Louis S.A.S.', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2017-07-04', 'end_date': '2018-08-17', 'description': ""Est noir métier quand enfermer accuser mon. Beaux force yeux retenir couleur d'autres."", 'location': 'Oran', 'achievements': 'Lors malheur personne autre chose.', 'responsibilities': 'enhance real-time functionalities, aggregate proactive architectures'}, {'company': 'حرب PLC', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2013-06-02', 'end_date': '2016-12-28', 'description': 'Ouvert moins simplement gros remarquer.', 'location': 'Laghouat', 'achievements': 'الحكومة الحدود الضغوط أمدها جنوب كردة دار.', 'responsibilities': 'repurpose dot-com partnerships, exploit dot-com content'}]"
Alain,ابو عيد,Female,1973-04-03,52,alain.ابو عيد@gmail.com,+213792715298,"rue Noël Ferrand
27625 Lebonnec",Sétif,Logistics Coordinator,Operations,Manufacturing,Mid,30,Ingénieur d'État,Internship,Alternance,"Teamwork, Team Leadership, Critical Thinking, Strategic Planning, Time Management, Communication, Arabic/French Bilingual, Project Management, Problem Solving, Negotiation, Microsoft Office, Report Writing","{'English': 'Native', 'German': 'Native', 'Arabic': 'Fluent'}",196000,224000,Open to offers,2025-06-23,"{'facebook': 'facebook.com/alain.ابو عيد.36', 'twitter': 'twitter.com/alainا369'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Biskra', 'field_of_study': 'عامل أحذية', 'start_year': 1993, 'end_year': 1996, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Pons Thibault S.A.R.L. High School', 'field_study': 'Science', 'start_year': 1988, 'end_year': 1991, 'grade': 'Good'}]","[{'company': 'Boulanger', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2022-11-28', 'end_date': 'Present', 'description': 'مكن أدنى وتزويده موالية وحلفاؤها لغات وبدأت. بالرّد يتم السيء بعض بتطويق هاربر وبولندا اللا. مارد بالأجل قد.', 'location': 'Mostaganem', 'achievements': 'Bas seigneur révéler pays enfant double.', 'responsibilities': 'deploy vertical e-services, productize scalable vortals, mesh magnetic experiences'}, {'company': 'Barthelemy', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2017-08-07', 'end_date': '2021-03-02', 'description': 'Reconnaître rêver quatre pensée voler tel entier fil. Docteur patron emmener silencieux expérience hôtel gris.', 'location': 'Tindouf', 'achievements': 'Menacer chambre auteur.', 'responsibilities': 'harness collaborative solutions, integrate robust functionalities'}]"
Dorothée,Poirier,Male,1966-01-30,59,dorothée.poirier@bouygtel.fr,+213931473235,"701 العوالق Streets Suite 148
شكيبmouth, SC 18394",Mostaganem,Production Supervisor,Operations,Mining,Junior,37,Licence,Contract,CDI,"Project Management, Arabic/French Bilingual, Conflict Resolution, Communication, Negotiation, Adaptability, Teamwork, Team Leadership, Presentation Skills, Microsoft Office, Critical Thinking, Time Management","{'English': 'Basic', 'Spanish': 'Native', 'Arabic': 'Intermediate'}",131000,170000,Not looking,,{'linkedin': 'linkedin.com/in/dorothée-poirier-182'},"[{'degree': 'Licence', 'institution': 'University of Constantine', 'field_of_study': 'économiste de la construction', 'start_year': 1984, 'end_year': 1987, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'بنو كلب-درويش High School', 'field_study': 'Technical', 'start_year': 1981, 'end_year': 1984, 'grade': 'Good'}]","[{'company': 'Bouvier S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2009-01-23', 'end_date': 'Present', 'description': 'وبداية قتيل بدول تمهيد. وباستثناء نتيجة الخاسر عدم. لكل الشمال الخاسرة.', 'location': 'Batna', 'achievements': 'انتصارهم مشروط منتصف وأكثرها بفرض. واستمرت المسرح بلمّ وهولندا الشمل استمرار يبق.', 'responsibilities': 'empower strategic networks, reinvent virtual ROI, strategize vertical info-mediaries'}, {'company': 'Didier SA', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2006-08-11', 'end_date': '2008-10-15', 'description': 'مواقعها الساحلية الضروري حاملات باستحداث اقتصادية حكومة.', 'location': 'Algiers', 'achievements': 'Éclairer toujours résultat village armée contraire voici retour.', 'responsibilities': 'transition scalable niches, synergize back-end portals'}, {'company': 'Alexandre', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2002-05-19', 'end_date': '2005-08-22', 'description': 'بقيادة استراليا بقادة وصافرات الكونجرس.', 'location': 'Tamanrasset', 'achievements': 'أثره واحدة خيار الإيطالية.', 'responsibilities': 'whiteboard virtual eyeballs, iterate one-to-one e-services'}, {'company': 'صيداوي, الداودي and مزرعاني', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2000-09-12', 'end_date': '2001-10-27', 'description': 'الحدود ساعة نقطة وزارة نقطة ولاتّساع تعد التقليدي. إتفاقية اللازمة غير.', 'location': 'Adrar', 'achievements': 'Principe espace avouer colère satisfaire.', 'responsibilities': 'incentivize interactive vortals, revolutionize dot-com portals'}, {'company': 'العقيدات, عضل and القباني', 'job_title': 'Team Leader', 'department': 'Refining & Processing', 'sector': 'Energy & Petroleum', 'start_date': '1996-04-13', 'end_date': '1999-04-26', 'description': 'Autant lèvre gros argent visible tache devoir.', 'location': 'Tizi Ouzou', 'achievements': ""Pied croiser signer douze quelqu'un rentrer bientôt."", 'responsibilities': 'exploit vertical e-tailers, whiteboard front-end metrics'}, {'company': 'السادة الراويون-بنو حنيفة', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Construction', 'start_date': '1994-01-02', 'end_date': '1995-07-22', 'description': 'Voie poursuivre avec déclarer mémoire. Fonction avant enfin se.', 'location': 'Saïda', 'achievements': 'Pointe conscience côté.', 'responsibilities': 'synergize compelling portals, optimize dot-com action-items'}]"
