first_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
عبد القدّوس,Female,1993-09-19,31,عبد القدّوس@tiscali.fr,+213077596773,"40, chemin Maury
02650 Saint David",Adrar,Department Director,General Management,Aerospace & Defense,Lead,7,Master,Contract,CDD,"Problem Solving, Teamwork, Presentation Skills, Report Writing, Negotiation, Conflict Resolution, Time Management, Microsoft Office","{'Arabic': 'Basic', 'Tamazight': 'Native'}",108000,Recently employed,,"{'linkedin': 'linkedin.com/in/عبد القدّوس-521', 'twitter': 'twitter.com/عبد القدّوس339'}","[{'degree': 'Master', 'institution': 'University of Djelfa', 'field_of_study': 'orthoptiste', 'start_year': 2015, 'end_year': 2017, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Martel High School', 'field_study': 'Literature', 'start_year': 2009, 'end_year': 2012, 'grade': 'Excellent'}]","[{'company': 'Hernandez', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2020-04-09', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'empower rich bandwidth, redefine front-end solutions, synthesize leading-edge paradigms'}, {'company': 'Hamel', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2017-04-15', 'end_date': '2019-06-19', 'location': 'Aïn Témouchent', 'responsibilities': 'evolve frictionless bandwidth, scale real-time platforms'}]"
جود,Male,1979-01-28,46,جود@club-internet.fr,+213821917939,"55, chemin Bailly
49521 Lemaître",Oran,Department Director,General Management,Construction,Chief,24,Bac,Part-Time,Freelance,"Critical Thinking, Team Leadership, Communication, Presentation Skills, Microsoft Office, Problem Solving, Teamwork, Arabic/French Bilingual, Strategic Planning, Project Management, Report Writing, Time Management","{'French': 'Native', 'English': 'Fluent', 'Arabic': 'Fluent'}",115000,Open to offers,2025-07-01,{'facebook': 'facebook.com/جود.46'},"[{'degree': 'Bac', 'institution': 'University of Mostaganem', 'field_of_study': 'conducteur opérateur opératrice de scierie', 'start_year': 1996, 'end_year': 1997, 'grade': 'Average'}]","[{'company': 'Guillon SARL', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2018-03-25', 'end_date': 'Present', 'location': 'Adrar', 'responsibilities': 'enable user-centric users, embrace ubiquitous web-readiness, evolve bricks-and-clicks paradigms'}, {'company': 'Olivier Dupuy S.A.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2016-05-25', 'end_date': '2017-10-24', 'location': 'Sétif', 'responsibilities': 'mesh user-centric action-items, aggregate synergistic e-commerce'}, {'company': 'Faure', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2011-07-03', 'end_date': '2015-07-04', 'location': 'Saïda', 'responsibilities': 'visualize extensible communities, embrace best-of-breed functionalities'}, {'company': 'Bailly', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '2006-12-18', 'end_date': '2010-06-26', 'location': 'Tiaret', 'responsibilities': 'empower integrated schemas, transition cutting-edge e-services'}, {'company': 'Faivre', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2004-11-22', 'end_date': '2005-01-26', 'location': 'Batna', 'responsibilities': 'benchmark magnetic solutions, maximize customized eyeballs'}, {'company': 'Mathieu', 'job_title': 'Safety Training Coordinator', 'department': 'HSE (Health, Safety, Environment)', 'sector': 'Energy & Petroleum', 'start_date': '2001-12-07', 'end_date': '2003-02-03', 'location': 'Skikda', 'responsibilities': 'enable end-to-end networks, drive vertical e-markets'}]"
صدّاح,Male,1979-02-05,46,صدّاح@voila.fr,+213137320342,"65, chemin de Colas
97259 Saint Antoine-la-Forêt",Annaba,Team Leader,Sustainable Farming,Agriculture,Lead,18,Doctorat,Internship,Alternance,"Team Leadership, Strategic Planning, Problem Solving, Organic Certification, Time Management, Report Writing, Permaculture Design, Agroecology, Microsoft Office, Project Management, Critical Thinking, Water Conservation","{'German': 'Fluent', 'Spanish': 'Intermediate', 'Tamazight': 'Fluent'}",193000,Recently employed,,"{'linkedin': 'linkedin.com/in/صدّاح-907', 'facebook': 'facebook.com/صدّاح.11'}","[{'degree': 'Doctorat', 'institution': 'University of Mostaganem', 'field_of_study': 'enquêteur privé privée', 'start_year': 2002, 'end_year': 2007, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Clément High School', 'field_study': 'Literature', 'start_year': 1994, 'end_year': 1997, 'grade': 'Excellent'}]","[{'company': 'Lucas et Fils', 'job_title': 'Team Leader', 'department': 'Sustainable Farming', 'sector': 'Agriculture', 'start_date': '2015-10-28', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'brand customized portals, revolutionize interactive web services, innovate rich convergence'}, {'company': 'Prévost', 'job_title': 'Project Manager', 'department': 'Sustainable Farming', 'sector': 'Agriculture', 'start_date': '2012-05-02', 'end_date': '2014-05-22', 'location': 'In Salah', 'responsibilities': 'iterate B2C web-readiness, extend leading-edge applications'}, {'company': 'Joubert S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2007-01-27', 'end_date': '2011-11-02', 'location': 'Timimoun', 'responsibilities': 'grow mission-critical architectures, leverage innovative e-markets'}, {'company': 'Barre Louis SA', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2005-04-02', 'end_date': '2006-08-15', 'location': 'In Salah', 'responsibilities': 'benchmark scalable metrics, re-contextualize frictionless niches'}, {'company': 'Bonnet SA', 'job_title': 'Administrative Manager', 'department': 'Medical Research', 'sector': 'Healthcare', 'start_date': '2003-03-03', 'end_date': '2004-04-11', 'location': 'Mostaganem', 'responsibilities': 'orchestrate virtual deliverables, leverage mission-critical technologies'}]"
تقيّ الدّين,Female,1970-04-09,55,تقيّ الدّين@wanadoo.fr,+213724345664,"rue Lebon
83769 Allard",Aïn Témouchent,Logistics Coordinator,Operations,Fisheries,Junior,33,Licence,Part-Time,Alternance,"Problem Solving, Critical Thinking, Strategic Planning, Project Management, Time Management, Presentation Skills, Communication, Team Leadership, Microsoft Office, Report Writing, Teamwork, Arabic/French Bilingual","{'English': 'Fluent', 'Spanish': 'Basic', 'Tamazight': 'Native', 'German': 'Basic'}",89000,Not looking,,"{'linkedin': 'linkedin.com/in/تقيّ الدّين-232', 'facebook': 'facebook.com/تقيّ الدّين.46'}","[{'degree': 'Licence', 'institution': 'University of Biskra', 'field_of_study': 'responsable de projets culturels', 'start_year': 1988, 'end_year': 1991, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Pruvost SA High School', 'field_study': 'Literature', 'start_year': 1985, 'end_year': 1988, 'grade': 'Excellent'}]","[{'company': 'Maillot Vasseur SA', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2013-07-19', 'end_date': 'Present', 'location': 'El Oued', 'responsibilities': 'incubate strategic e-commerce, facilitate viral infrastructures, orchestrate bleeding-edge convergence'}, {'company': 'Berthelot', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2010-08-01', 'end_date': '2012-04-01', 'location': 'Batna', 'responsibilities': 'synergize strategic content, innovate dot-com models'}, {'company': 'Picard', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2005-07-25', 'end_date': '2009-09-13', 'location': 'Mostaganem', 'responsibilities': 'target robust eyeballs, leverage cross-media eyeballs'}, {'company': 'Maillet Lacombe SARL', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2001-04-28', 'end_date': '2004-01-03', 'location': 'Laghouat', 'responsibilities': 'exploit cross-media e-business, integrate proactive schemas'}, {'company': 'Weber', 'job_title': 'Team Leader', 'department': 'Irrigation Technology', 'sector': 'Agriculture', 'start_date': '1996-04-27', 'end_date': '2000-03-23', 'location': 'Tizi Ouzou', 'responsibilities': 'seize impactful mindshare, redefine virtual niches'}, {'company': 'Joseph S.A.R.L.', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '1992-01-12', 'end_date': '1995-04-11', 'location': 'Tiaret', 'responsibilities': 'synergize global content, cultivate synergistic functionalities'}]"
زهران,Male,1994-06-08,30,زهران@orange.fr,+213987642715,"89, boulevard de Vallée
91811 LelièvreVille",Blida,Facilities Manager,Operations,E-Commerce,Senior,8,Ingénieur d'État,Full-Time,Stage,"Team Leadership, Adaptability, Negotiation, Presentation Skills, Time Management, Communication, Project Management, Report Writing, Strategic Planning","{'German': 'Native', 'Tamazight': 'Basic', 'French': 'Fluent'}",133000,Not looking,,{'facebook': 'facebook.com/زهران.62'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Tiaret', 'field_of_study': 'éducateur technique spécialisé technique spécialisée', 'start_year': 2015, 'end_year': 2018, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Chauveau High School', 'field_study': 'Mathematics', 'start_year': 2010, 'end_year': 2013, 'grade': 'Excellent'}]","[{'company': 'Simon Tessier S.A.R.L.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2024-04-06', 'end_date': 'Present', 'location': 'Batna', 'responsibilities': 'facilitate out-of-the-box bandwidth, maximize seamless content, deploy B2C schemas'}, {'company': 'Guillou', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2020-12-19', 'end_date': '2023-12-27', 'location': 'Djanet', 'responsibilities': 'generate dynamic users, extend one-to-one content'}, {'company': 'Rémy S.A.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2016-07-08', 'end_date': '2019-05-18', 'location': 'Saïda', 'responsibilities': 'envisioneer out-of-the-box e-services, brand open-source action-items'}, {'company': 'Georges Diallo S.A.S.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2014-11-28', 'end_date': '2015-12-11', 'location': 'Béchar', 'responsibilities': 'productize value-added e-markets, synergize next-generation methodologies'}]"
عبد الحكيم,Female,1975-11-30,49,عبد الحكيم@free.fr,+213718966426,"chemin de Wagner
91370 Joseph",Ouargla,Facilities Manager,Operations,Media & Entertainment,Mid,27,Ingénieur d'État,Part-Time,Stage,"Conflict Resolution, Arabic/French Bilingual, Teamwork, Microsoft Office, Time Management, Adaptability, Communication, Team Leadership, Critical Thinking, Negotiation, Project Management, Report Writing","{'English': 'Fluent', 'German': 'Basic', 'Arabic': 'Intermediate'}",109000,Open to offers,2025-07-01,"{'linkedin': 'linkedin.com/in/عبد الحكيم-423', 'facebook': 'facebook.com/عبد الحكيم.87'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Oran', 'field_of_study': 'chef de publicité', 'start_year': 1996, 'end_year': 1999, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Pereira High School', 'field_study': 'Technical', 'start_year': 1991, 'end_year': 1994, 'grade': 'Excellent'}]","[{'company': 'Meunier Bousquet et Fils', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2023-02-12', 'end_date': 'Present', 'location': 'Timimoun', 'responsibilities': 'engineer plug-and-play e-business, grow leading-edge technologies, transform B2C mindshare'}, {'company': 'Noël', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2018-02-03', 'end_date': '2022-04-18', 'location': 'Tizi Ouzou', 'responsibilities': 'generate e-business deliverables, repurpose leading-edge markets'}, {'company': 'Nguyen', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2016-04-15', 'end_date': '2017-08-28', 'location': 'Djanet', 'responsibilities': 'iterate back-end functionalities, matrix compelling experiences'}, {'company': 'Petit', 'job_title': 'General Director', 'department': 'Risk Analysis', 'sector': 'Banking & Finance', 'start_date': '2014-03-11', 'end_date': '2015-11-03', 'location': 'Ghardaïa', 'responsibilities': 'benchmark dynamic partnerships, revolutionize open-source platforms'}, {'company': 'Marques SARL', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2012-07-13', 'end_date': '2013-12-07', 'location': 'Batna', 'responsibilities': 'exploit web-enabled web services, redefine real-time niches'}, {'company': 'Masse SARL', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2007-10-22', 'end_date': '2011-09-03', 'location': 'Tindouf', 'responsibilities': 'engineer value-added ROI, syndicate bricks-and-clicks portals'}]"
ابتهاج,Female,1979-05-06,46,ابتهاج@bouygtel.fr,+213800606183,"57, boulevard Joseph
13407 Picardboeuf",Timimoun,Team Leader,General Management,E-Commerce,Chief,18,Doctorat,Internship,CDI,"Team Leadership, Adaptability, Strategic Planning, Negotiation, Time Management, Problem Solving, Conflict Resolution, Project Management, Microsoft Office, Report Writing, Critical Thinking, Presentation Skills","{'German': 'Fluent', 'English': 'Fluent', 'Tamazight': 'Intermediate', 'French': 'Basic'}",209000,Recently employed,,"{'linkedin': 'linkedin.com/in/ابتهاج-322', 'twitter': 'twitter.com/ابتهاج7'}","[{'degree': 'Doctorat', 'institution': 'University of Algiers', 'field_of_study': 'ingénieur essais', 'start_year': 2002, 'end_year': 2007, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Millet Faivre et Fils High School', 'field_study': 'Literature', 'start_year': 1994, 'end_year': 1997, 'grade': 'Excellent'}]","[{'company': 'Menard SA', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2017-08-03', 'end_date': 'Present', 'location': 'Naama', 'responsibilities': 'transition intuitive users, incentivize impactful e-tailers, synthesize one-to-one solutions'}, {'company': 'Lejeune Maillet S.A.', 'job_title': 'General Director', 'department': 'Islamic Finance', 'sector': 'Banking & Finance', 'start_date': '2013-07-08', 'end_date': '2016-07-01', 'location': 'Naama', 'responsibilities': 'productize revolutionary platforms, productize vertical applications'}, {'company': 'Verdier S.A.', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2008-07-04', 'end_date': '2012-01-21', 'location': 'El Tarf', 'responsibilities': 'implement extensible infrastructures, implement virtual web services'}, {'company': 'Bourgeois Couturier S.A.S.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2004-03-26', 'end_date': '2007-04-15', 'location': 'Biskra', 'responsibilities': 'implement distributed networks, envisioneer transparent solutions'}]"
هاني,Female,1971-10-15,53,هاني@hotmail.fr,+213932946268,"21, avenue Laroche
91114 Gérard",M'sila,Project Manager,General Management,Aerospace & Defense,Junior,31,Ingénieur d'État,Freelance,Alternance,"Microsoft Office, Negotiation, Communication, Conflict Resolution, Report Writing, Time Management, Strategic Planning, Team Leadership, Problem Solving, Project Management, Teamwork, Arabic/French Bilingual","{'German': 'Fluent', 'Arabic': 'Native', 'French': 'Intermediate'}",108000,Not looking,,"{'linkedin': 'linkedin.com/in/هاني-537', 'twitter': 'twitter.com/هاني740'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Djelfa', 'field_of_study': 'directeur de magasin à grande surface', 'start_year': 1992, 'end_year': 1995, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Toussaint Fontaine S.A. High School', 'field_study': 'Mathematics', 'start_year': 1987, 'end_year': 1990, 'grade': 'Good'}]","[{'company': 'Pichon', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2018-07-26', 'end_date': 'Present', 'location': 'Algiers', 'responsibilities': 'deliver seamless supply-chains, whiteboard ubiquitous applications, engage real-time systems'}, {'company': 'Maillet Caron SA', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2015-05-03', 'end_date': '2017-01-08', 'location': 'Tindouf', 'responsibilities': 'transition one-to-one users, optimize user-centric models'}, {'company': 'Pruvost', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2011-08-28', 'end_date': '2014-05-07', 'location': 'Béchar', 'responsibilities': 'enable end-to-end infrastructures, unleash enterprise eyeballs'}, {'company': 'Bazin', 'job_title': 'Administrative Manager', 'department': 'Medical Research', 'sector': 'Healthcare', 'start_date': '2009-10-09', 'end_date': '2010-04-09', 'location': 'Skikda', 'responsibilities': 'productize holistic e-tailers, unleash leading-edge info-mediaries'}, {'company': 'Mary Merle S.A.R.L.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2007-09-23', 'end_date': '2008-10-23', 'location': 'Illizi', 'responsibilities': 'monetize killer web-readiness, revolutionize revolutionary web services'}, {'company': 'Coste Gros et Fils', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2003-12-24', 'end_date': '2006-03-17', 'location': 'In Salah', 'responsibilities': 'harness cross-platform partnerships, seize efficient web-readiness'}]"
معزّ,Male,1974-10-28,50,معزّ@laposte.net,+213437067689,"543, boulevard de Maury
07453 Guillon",El Oued,Facilities Manager,Operations,E-Commerce,Lead,26,Master,Freelance,Stage,"Teamwork, Microsoft Office, Project Management, Team Leadership, Strategic Planning, Negotiation, Time Management, Report Writing, Communication, Critical Thinking, Adaptability, Conflict Resolution","{'English': 'Native', 'Tamazight': 'Native', 'Spanish': 'Basic'}",171000,Open to offers,2025-06-04,{'linkedin': 'linkedin.com/in/معزّ-266'},"[{'degree': 'Master', 'institution': 'University of Constantine', 'field_of_study': ""enseignant d'art"", 'start_year': 1996, 'end_year': 1998, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Perrot Toussaint S.A.S. High School', 'field_study': 'Technical', 'start_year': 1990, 'end_year': 1993, 'grade': 'Average'}]","[{'company': 'Marchal', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2020-07-23', 'end_date': 'Present', 'location': 'Oran', 'responsibilities': 'facilitate sticky partnerships, leverage open-source web-readiness, visualize world-class models'}, {'company': 'Perrier', 'job_title': 'General Director', 'department': 'Pediatric Care', 'sector': 'Healthcare', 'start_date': '2016-06-23', 'end_date': '2019-07-16', 'location': 'Béchar', 'responsibilities': 'synthesize out-of-the-box markets, syndicate efficient web-readiness'}, {'company': 'Brun', 'job_title': 'Team Leader', 'department': 'Vocational Training', 'sector': 'Education', 'start_date': '2013-07-05', 'end_date': '2015-11-01', 'location': 'Tiaret', 'responsibilities': 'drive intuitive web services, transition one-to-one infrastructures'}, {'company': 'Morin Laroche et Fils', 'job_title': 'Department Director', 'department': 'International Relations', 'sector': 'Education', 'start_date': '2010-03-11', 'end_date': '2012-04-08', 'location': 'Mostaganem', 'responsibilities': 'implement scalable e-services, morph out-of-the-box deliverables'}, {'company': 'Brunel Marty SA', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2007-11-25', 'end_date': '2009-10-10', 'location': 'Naama', 'responsibilities': 'repurpose frictionless solutions, incubate enterprise niches'}, {'company': 'Laroche', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2004-08-11', 'end_date': '2006-03-16', 'location': 'El Oued', 'responsibilities': 'empower real-time vortals, leverage bricks-and-clicks technologies'}]"
نصر الدّين,Female,1999-07-30,25,نصر الدّين@tele2.fr,+213304071119,"640, chemin Guilbert
53921 Pereira",Constantine,Department Director,Medical Research,Healthcare,Senior,1,Master,Contract,Alternance,"Microsoft Office, Arabic/French Bilingual, Problem Solving, Conflict Resolution, Teamwork","{'French': 'Basic', 'Tamazight': 'Intermediate', 'English': 'Fluent'}",75000,Actively looking,2025-04-27,{},"[{'degree': 'Master', 'institution': 'University of Skikda', 'field_of_study': 'conducteur de machines à imprimer', 'start_year': 2021, 'end_year': 2023, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Michel SARL High School', 'field_study': 'Mathematics', 'start_year': 2015, 'end_year': 2018, 'grade': 'Average'}]","[{'company': 'Royer S.A.R.L.', 'job_title': 'Department Director', 'department': 'Medical Research', 'sector': 'Healthcare', 'start_date': '2024-05-03', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'strategize global synergies, visualize clicks-and-mortar methodologies, utilize transparent channels'}]"
جميلة,Male,1979-05-05,46,جميلة@noos.fr,+213884255592,"141, rue de Evrard
54507 Becker",Jijel,General Director,General Management,Media & Entertainment,Junior,18,Doctorat,Part-Time,Alternance,"Report Writing, Microsoft Office, Problem Solving, Time Management, Strategic Planning, Team Leadership, Communication, Critical Thinking, Conflict Resolution, Arabic/French Bilingual, Project Management, Teamwork","{'Arabic': 'Intermediate', 'English': 'Native', 'German': 'Intermediate'}",112000,Actively looking,2025-06-29,{'linkedin': 'linkedin.com/in/جميلة-494'},"[{'degree': 'Doctorat', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'inspecteur de banque', 'start_year': 2002, 'end_year': 2007, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Turpin Ferrand S.A.R.L. High School', 'field_study': 'Technical', 'start_year': 1994, 'end_year': 1997, 'grade': 'Very Good'}]","[{'company': 'Menard', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2020-12-02', 'end_date': 'Present', 'location': 'Biskra', 'responsibilities': 'implement killer architectures, orchestrate plug-and-play applications, enable seamless synergies'}, {'company': 'Morvan', 'job_title': 'Infrastructure Manager', 'department': 'Cloud Infrastructure', 'sector': 'Information Technology', 'start_date': '2016-10-12', 'end_date': '2019-09-15', 'location': 'Tizi Ouzou', 'responsibilities': 'enhance scalable web services, engage dot-com web-readiness'}, {'company': 'Dubois', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2014-05-08', 'end_date': '2015-05-02', 'location': 'El Oued', 'responsibilities': 'synergize web-enabled interfaces, engage rich niches'}, {'company': 'Olivier', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2011-02-04', 'end_date': '2013-03-26', 'location': 'In Salah', 'responsibilities': 're-contextualize strategic mindshare, architect strategic platforms'}, {'company': 'Petit S.A.R.L.', 'job_title': 'AI Researcher', 'department': 'Data Science & AI', 'sector': 'Information Technology', 'start_date': '2006-09-03', 'end_date': '2010-11-07', 'location': 'Constantine', 'responsibilities': 'cultivate proactive web-readiness, redefine synergistic platforms'}, {'company': 'Ramos', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2002-01-15', 'end_date': '2005-07-19', 'location': 'Biskra', 'responsibilities': 'brand synergistic platforms, extend sticky action-items'}]"
عبد اللطيف,Male,1968-05-06,57,عبد اللطيف@orange.fr,+213617272334,"6, chemin André Texier
79796 Marty-sur-Guibert",Chlef,Project Manager,General Management,Construction,Senior,35,Ingénieur d'État,Part-Time,Stage,"Strategic Planning, Communication, Report Writing, Problem Solving, Conflict Resolution, Presentation Skills, Time Management, Teamwork, Team Leadership, Adaptability, Arabic/French Bilingual, Critical Thinking","{'German': 'Basic', 'Spanish': 'Fluent', 'French': 'Native'}",147000,Not looking,,{'linkedin': 'linkedin.com/in/عبد اللطيف-237'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Boumerdes', 'field_of_study': 'administrateur judiciaire', 'start_year': 1988, 'end_year': 1991, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Durand Maurice S.A. High School', 'field_study': 'Technical', 'start_year': 1983, 'end_year': 1986, 'grade': 'Very Good'}]","[{'company': 'Rodriguez SARL', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2000-10-16', 'end_date': 'Present', 'location': ""M'sila"", 'responsibilities': 'mesh proactive solutions, empower B2B relationships, disintermediate wireless experiences'}]"
حيدر,Female,1976-09-13,48,حيدر@live.com,+213624812524,"rue Collet
87935 RenaultBourg",Ghardaïa,Quality Control Specialist,Refining & Processing,Energy & Petroleum,Lead,26,Ingénieur d'État,Freelance,CDI,"Critical Thinking, Communication, Project Management, Negotiation, Problem Solving, Time Management, Teamwork, Conflict Resolution, Report Writing, Adaptability, Team Leadership, Strategic Planning","{'German': 'Native', 'Arabic': 'Native', 'Spanish': 'Fluent', 'Tamazight': 'Fluent'}",127000,Open to offers,2025-07-01,{'facebook': 'facebook.com/حيدر.57'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Bejaia', 'field_of_study': 'chef de produit marketing', 'start_year': 1997, 'end_year': 2000, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Pons et Fils High School', 'field_study': 'Mathematics', 'start_year': 1992, 'end_year': 1995, 'grade': 'Average'}]","[{'company': 'Jacques SARL', 'job_title': 'Quality Control Specialist', 'department': 'Refining & Processing', 'sector': 'Energy & Petroleum', 'start_date': '2023-07-22', 'end_date': 'Present', 'location': 'Batna', 'responsibilities': 'visualize robust technologies, embrace turn-key technologies, architect efficient bandwidth'}, {'company': 'Gilles SA', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2019-03-18', 'end_date': '2022-06-23', 'location': 'Ouargla', 'responsibilities': 'optimize front-end e-business, innovate dynamic deliverables'}, {'company': 'Diaz S.A.R.L.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2017-03-25', 'end_date': '2018-07-20', 'location': 'El Oued', 'responsibilities': 'incubate transparent experiences, strategize wireless content'}, {'company': 'Fernandez', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2013-06-11', 'end_date': '2016-08-10', 'location': 'In Salah', 'responsibilities': 'disintermediate strategic web services, benchmark transparent paradigms'}, {'company': 'Laine et Fils', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2009-01-15', 'end_date': '2012-06-08', 'location': 'In Salah', 'responsibilities': 'e-enable world-class synergies, synthesize sticky e-tailers'}, {'company': 'Morel', 'job_title': 'Team Leader', 'department': 'Risk Analysis', 'sector': 'Banking & Finance', 'start_date': '2005-09-02', 'end_date': '2008-04-24', 'location': 'Tébessa', 'responsibilities': 'enable user-centric portals, synergize compelling systems'}]"
