first_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
خضر,Male,1969-01-29,56,خضر@sfr.fr,+213616648497,"91, rue Robert Léger
18504 Blot",Djanet,Safety Inspector,"HSE (Health, Safety, Environment)",Energy & Petroleum,Mid,28,Doctorat,Part-Time,Alternance,"Presentation Skills, Problem Solving, Negotiation, Report Writing, Team Leadership, Teamwork, Arabic/French Bilingual, Strategic Planning, Project Management, Adaptability, Conflict Resolution, Time Management","{'Arabic': 'Fluent', 'Tamazight': 'Fluent', 'French': 'Basic', 'Spanish': 'Intermediate'}",172000,Not looking,,"{'linkedin': 'linkedin.com/in/خضر-353', 'twitter': 'twitter.com/خضر477'}","[{'degree': 'Doctorat', 'institution': 'University of Djelfa', 'field_of_study': 'consultant en conduite de changement', 'start_year': 1992, 'end_year': 1997, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Navarro Picard SA High School', 'field_study': 'Science', 'start_year': 1984, 'end_year': 1987, 'grade': 'Average'}]","[{'company': 'Michel', 'job_title': 'Safety Inspector', 'department': 'HSE (Health, Safety, Environment)', 'sector': 'Energy & Petroleum', 'start_date': '2011-03-05', 'end_date': 'Present', 'location': 'Chlef', 'responsibilities': 'transition bleeding-edge eyeballs, morph virtual functionalities, engineer distributed functionalities'}, {'company': 'Chauvet S.A.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2008-11-24', 'end_date': '2010-08-17', 'location': 'Mostaganem', 'responsibilities': 'streamline transparent info-mediaries, streamline virtual systems'}, {'company': 'Rodrigues Paris SARL', 'job_title': 'CISO', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '2003-04-16', 'end_date': '2007-03-16', 'location': 'Djanet', 'responsibilities': 'redefine robust applications, re-intermediate B2B systems'}, {'company': 'Tanguy', 'job_title': 'Operations Manager', 'department': 'Clinical Operations', 'sector': 'Healthcare', 'start_date': '1998-09-17', 'end_date': '2002-04-14', 'location': 'Sétif', 'responsibilities': 'deliver user-centric models, iterate robust solutions'}, {'company': 'Rivière', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '1996-07-19', 'end_date': '1997-11-17', 'location': ""M'sila"", 'responsibilities': 're-contextualize turn-key synergies, monetize impactful platforms'}, {'company': 'Barre Toussaint et Fils', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '1992-03-22', 'end_date': '1995-12-12', 'location': 'Tindouf', 'responsibilities': 'reinvent next-generation web services, incubate real-time portals'}]"
سراج,Male,1968-05-18,56,سراج@live.com,+213572760206,"85, avenue Payet
08275 Duhamel",In Salah,Production Supervisor,Operations,Pharmaceuticals,Mid,34,Bac,Part-Time,Stage,"Strategic Planning, Teamwork, Communication, Problem Solving, Time Management, Critical Thinking, Arabic/French Bilingual, Team Leadership, Microsoft Office, Report Writing, Negotiation, Adaptability","{'Tamazight': 'Native', 'Spanish': 'Intermediate', 'Arabic': 'Basic', 'English': 'Native'}",100000,Recently employed,,{'linkedin': 'linkedin.com/in/سراج-640'},"[{'degree': 'Bac', 'institution': 'University of Constantine', 'field_of_study': ""conducteur d'engins forestiers de récolte en entreprises de travaux forestiers"", 'start_year': 1986, 'end_year': 1987, 'grade': 'Average'}]","[{'company': 'Bodin', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '2018-11-26', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 'orchestrate vertical supply-chains, empower 24/365 communities, mesh wireless mindshare'}, {'company': 'Letellier et Fils', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2015-10-11', 'end_date': '2017-12-26', 'location': 'Béchar', 'responsibilities': 'repurpose out-of-the-box synergies, streamline plug-and-play models'}, {'company': 'Lecoq', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2011-02-12', 'end_date': '2014-01-05', 'location': 'Adrar', 'responsibilities': 'innovate value-added communities, streamline collaborative e-tailers'}, {'company': 'Loiseau Lemoine SARL', 'job_title': 'Big Data Engineer', 'department': 'Data Science & AI', 'sector': 'Information Technology', 'start_date': '2006-05-14', 'end_date': '2010-02-22', 'location': 'Sétif', 'responsibilities': 'streamline enterprise functionalities, leverage compelling convergence'}, {'company': 'Joseph et Fils', 'job_title': 'Operations Supervisor', 'department': 'Pipeline Management', 'sector': 'Energy & Petroleum', 'start_date': '2002-01-23', 'end_date': '2005-11-27', 'location': 'Tamanrasset', 'responsibilities': 'revolutionize customized bandwidth, architect 24/365 functionalities'}, {'company': 'Pichon Rémy et Fils', 'job_title': 'Mud Engineer', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '1998-01-02', 'end_date': '2001-03-21', 'location': 'Annaba', 'responsibilities': 'expedite cutting-edge channels, target mission-critical experiences'}]"
عاصم,Male,1980-09-01,44,عاصم@yahoo.fr,+213729879183,"chemin de Louis
95447 Ruiz-la-Forêt",Djanet,Team Leader,General Management,Aerospace & Defense,Chief,22,Ingénieur d'État,Freelance,CDI,"Microsoft Office, Adaptability, Project Management, Strategic Planning, Critical Thinking, Teamwork, Negotiation, Time Management, Problem Solving, Communication, Team Leadership, Presentation Skills","{'English': 'Native', 'Arabic': 'Basic'}",182000,Actively looking,2025-07-24,"{'facebook': 'facebook.com/عاصم.21', 'twitter': 'twitter.com/عاصم491'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Skikda', 'field_of_study': 'salesman', 'start_year': 2001, 'end_year': 2004, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Goncalves S.A. High School', 'field_study': 'Literature', 'start_year': 1996, 'end_year': 1999, 'grade': 'Good'}]","[{'company': 'Tanguy', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2004-02-11', 'end_date': 'Present', 'location': 'Batna', 'responsibilities': 'harness compelling functionalities, monetize web-enabled infrastructures, grow customized portals'}, {'company': 'Giraud', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2002-11-20', 'end_date': '2003-11-23', 'location': 'Naama', 'responsibilities': 'productize cross-media portals, innovate user-centric e-business'}]"
رمحي,Female,1977-04-18,48,رمحي@bouygtel.fr,+213709988076,"4, avenue Fontaine
80540 Reynaud",Constantine,Operations Manager,General Management,Aerospace & Defense,Mid,26,Ingénieur d'État,Part-Time,Freelance,"Strategic Planning, Report Writing, Presentation Skills, Negotiation, Teamwork, Arabic/French Bilingual, Problem Solving, Microsoft Office, Adaptability, Time Management, Communication, Project Management","{'French': 'Fluent', 'Tamazight': 'Fluent'}",147000,Recently employed,,"{'linkedin': 'linkedin.com/in/رمحي-609', 'facebook': 'facebook.com/رمحي.66', 'twitter': 'twitter.com/رمحي856'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Algiers', 'field_of_study': 'ingénieur production dans les biotechnologies', 'start_year': 1997, 'end_year': 2000, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Valette Marchand SARL High School', 'field_study': 'Technical', 'start_year': 1992, 'end_year': 1995, 'grade': 'Excellent'}]","[{'company': 'Arnaud Guillaume S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2004-04-11', 'end_date': 'Present', 'location': 'Biskra', 'responsibilities': 'exploit open-source models, engage world-class metrics, redefine world-class models'}, {'company': 'Gros', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2000-02-10', 'end_date': '2003-05-28', 'location': 'El Tarf', 'responsibilities': 'enable dynamic schemas, optimize 24/7 communities'}, {'company': 'Evrard', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '1997-05-02', 'end_date': '1999-05-16', 'location': 'Skikda', 'responsibilities': 'incentivize value-added e-commerce, enhance granular web services'}]"
مشفق,Female,1999-09-07,25,مشفق@noos.fr,+213515082800,"42, chemin Lambert
04630 Wagnerboeuf",Skikda,Directional Driller,Drilling Operations,Energy & Petroleum,Junior,3,Licence,Freelance,CDD,"Microsoft Office, Time Management, Conflict Resolution, Communication, Negotiation, Report Writing","{'Arabic': 'Native', 'Spanish': 'Intermediate', 'French': 'Intermediate'}",62000,Actively looking,2025-06-13,"{'facebook': 'facebook.com/مشفق.61', 'twitter': 'twitter.com/مشفق298'}","[{'degree': 'Licence', 'institution': 'University of Skikda', 'field_of_study': 'web-ergonome', 'start_year': 2018, 'end_year': 2021, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Bouchet Fontaine S.A.S. High School', 'field_study': 'Technical', 'start_year': 2015, 'end_year': 2018, 'grade': 'Excellent'}]","[{'company': 'Weber SA', 'job_title': 'Directional Driller', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '2023-01-17', 'end_date': 'Present', 'location': 'Tamanrasset', 'responsibilities': 'synergize synergistic paradigms, exploit synergistic paradigms, deliver visionary mindshare'}, {'company': 'Legendre Baudry et Fils', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2021-02-21', 'end_date': '2022-12-08', 'location': 'Adrar', 'responsibilities': 'enhance mission-critical interfaces, aggregate magnetic communities'}]"
فرزدق,Female,1979-01-13,46,فرزدق@bouygtel.fr,+213864313978,"1, boulevard Guillaume Blin
31658 Dos Santos",Ghardaïa,Operations Manager,Higher Education,Education,Lead,24,Bac,Contract,Alternance,"Problem Solving, Team Leadership, Negotiation, Arabic/French Bilingual, Adaptability, Project Management, Microsoft Office, Time Management, Report Writing, Communication, Strategic Planning, Critical Thinking","{'Spanish': 'Native', 'Arabic': 'Intermediate', 'German': 'Fluent', 'Tamazight': 'Fluent'}",108000,Recently employed,,"{'linkedin': 'linkedin.com/in/فرزدق-438', 'twitter': 'twitter.com/فرزدق374'}","[{'degree': 'Bac', 'institution': 'University of Blida', 'field_of_study': 'technicien en automatismes', 'start_year': 1996, 'end_year': 1997, 'grade': 'Good'}]","[{'company': 'Delannoy', 'job_title': 'Operations Manager', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '2006-03-08', 'end_date': 'Present', 'location': 'Jijel', 'responsibilities': 'engineer cross-media experiences, drive clicks-and-mortar platforms, re-contextualize end-to-end bandwidth'}, {'company': 'Chauvet et Fils', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2001-06-03', 'end_date': '2005-10-27', 'location': 'Timimoun', 'responsibilities': 'harness turn-key channels, redefine out-of-the-box convergence'}, {'company': 'Bonneau S.A.R.L.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '1999-04-22', 'end_date': '2000-09-26', 'location': 'Batna', 'responsibilities': 'extend one-to-one partnerships, streamline synergistic ROI'}]"
رمزي,Male,1964-11-17,60,رمزي@bouygtel.fr,+213743897199,"4, avenue de Chauvin
05886 Chevalier",Chlef,Facilities Manager,Operations,Construction,Lead,38,Ingénieur d'État,Internship,CDI,"Teamwork, Arabic/French Bilingual, Time Management, Critical Thinking, Problem Solving, Negotiation, Adaptability, Communication, Microsoft Office, Conflict Resolution, Report Writing, Strategic Planning","{'Arabic': 'Fluent', 'German': 'Basic', 'Tamazight': 'Basic', 'French': 'Native'}",157000,Actively looking,2025-04-26,"{'linkedin': 'linkedin.com/in/رمزي-566', 'facebook': 'facebook.com/رمزي.42', 'twitter': 'twitter.com/رمزي949'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Blida', 'field_of_study': 'optronicien', 'start_year': 1985, 'end_year': 1988, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Gomez High School', 'field_study': 'Mathematics', 'start_year': 1980, 'end_year': 1983, 'grade': 'Average'}]","[{'company': 'Roux Ferrand S.A.R.L.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '1998-05-04', 'end_date': 'Present', 'location': 'Tlemcen', 'responsibilities': 'whiteboard end-to-end platforms, orchestrate bricks-and-clicks functionalities, engineer viral interfaces'}, {'company': 'Hoareau et Fils', 'job_title': 'Project Manager', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '1994-03-07', 'end_date': '1997-01-11', 'location': 'Tizi Ouzou', 'responsibilities': 'optimize ubiquitous convergence, synergize dynamic vortals'}, {'company': 'Antoine', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '1991-04-20', 'end_date': '1993-02-28', 'location': 'Constantine', 'responsibilities': 'transition web-enabled vortals, matrix sticky web services'}, {'company': 'Henry Fabre S.A.S.', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Mining', 'start_date': '1987-12-10', 'end_date': '1990-07-24', 'location': 'Biskra', 'responsibilities': 'morph cutting-edge web services, generate value-added technologies'}, {'company': 'Berthelot', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Construction', 'start_date': '1983-09-20', 'end_date': '1986-04-07', 'location': 'Jijel', 'responsibilities': 'syndicate plug-and-play relationships, e-enable compelling web services'}]"
نصوح,Male,1988-12-24,36,نصوح@live.com,+213709878625,"boulevard Simone Louis
50740 Charles",Chlef,Operations Manager,Operations,Renewable Energy,Senior,14,Licence,Contract,CDI,"Presentation Skills, Strategic Planning, Negotiation, Project Management, Conflict Resolution, Report Writing, Problem Solving, Microsoft Office, Time Management, Adaptability, Arabic/French Bilingual, Critical Thinking","{'Tamazight': 'Intermediate', 'Arabic': 'Native', 'English': 'Fluent', 'French': 'Basic'}",98000,Open to offers,2025-05-27,"{'linkedin': 'linkedin.com/in/نصوح-501', 'facebook': 'facebook.com/نصوح.11', 'twitter': 'twitter.com/نصوح107'}","[{'degree': 'Licence', 'institution': 'University of Oran', 'field_of_study': 'ingénieur en production et expérimentations végétales', 'start_year': 2007, 'end_year': 2010, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Pierre High School', 'field_study': 'Science', 'start_year': 2004, 'end_year': 2007, 'grade': 'Very Good'}]","[{'company': 'Besson', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Renewable Energy', 'start_date': '2023-03-06', 'end_date': 'Present', 'location': 'Skikda', 'responsibilities': 're-contextualize B2C experiences, benchmark open-source e-services, scale rich eyeballs'}]"
حيدر,Female,2000-08-02,24,حيدر@noos.fr,+213277378361,"1, boulevard Jacques Gomez
82771 Dos Santos",Tamanrasset,Operations Manager,Operations,Tourism & Hospitality,Lead,2,Licence,Part-Time,Freelance,"Team Leadership, Problem Solving, Negotiation, Communication, Teamwork, Project Management","{'Tamazight': 'Intermediate', 'Spanish': 'Intermediate'}",79000,Actively looking,2025-07-20,"{'linkedin': 'linkedin.com/in/حيدر-782', 'facebook': 'facebook.com/حيدر.24', 'twitter': 'twitter.com/حيدر411'}","[{'degree': 'Licence', 'institution': 'University of Oran', 'field_of_study': 'statisticien en géomarketing', 'start_year': 2019, 'end_year': 2022, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Boucher et Fils High School', 'field_study': 'Literature', 'start_year': 2016, 'end_year': 2019, 'grade': 'Excellent'}]","[{'company': 'Lacombe', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2024-01-15', 'end_date': 'Present', 'location': 'Chlef', 'responsibilities': 'generate plug-and-play infrastructures, syndicate sticky relationships, unleash mission-critical functionalities'}, {'company': 'Munoz', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '2022-11-11', 'end_date': '2023-08-01', 'location': 'Tiaret', 'responsibilities': 'orchestrate mission-critical portals, brand customized networks'}]"
فضل,Male,1992-11-15,32,فضل@club-internet.fr,+213628284417,"97, chemin Simone Marchand
47807 Lambertnec",Aïn Témouchent,Supply Chain Manager,Operations,Transport & Logistics,Junior,10,Ingénieur d'État,Contract,CDD,"Problem Solving, Team Leadership, Negotiation, Presentation Skills, Teamwork, Project Management, Conflict Resolution, Report Writing, Time Management, Microsoft Office","{'English': 'Basic', 'French': 'Fluent', 'Arabic': 'Intermediate'}",93000,Actively looking,2025-06-05,"{'linkedin': 'linkedin.com/in/فضل-448', 'twitter': 'twitter.com/فضل852'}","[{'degree': ""Ingénieur d'État"", 'institution': 'National Polytechnic School of Algiers', 'field_of_study': ""technicien d'exploitation de l'eau"", 'start_year': 2013, 'end_year': 2016, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Leclercq High School', 'field_study': 'Literature', 'start_year': 2008, 'end_year': 2011, 'grade': 'Average'}]","[{'company': 'Léger', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2017-01-21', 'end_date': 'Present', 'location': 'Saïda', 'responsibilities': 'orchestrate granular content, disintermediate best-of-breed convergence, grow holistic synergies'}, {'company': 'Menard', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2014-12-08', 'end_date': '2016-07-26', 'location': 'Sétif', 'responsibilities': 'revolutionize killer mindshare, monetize real-time web services'}]"
راضي,Male,1968-12-26,56,راضي@live.com,+213850756075,"7, chemin Frédéric Lévêque
36393 Sainte Claire",Oran,Department Director,General Management,Fisheries,Lead,32,Master,Full-Time,Freelance,"Adaptability, Time Management, Presentation Skills, Negotiation, Report Writing, Problem Solving, Teamwork, Communication, Arabic/French Bilingual, Project Management, Critical Thinking, Strategic Planning","{'Arabic': 'Intermediate', 'Tamazight': 'Intermediate', 'Spanish': 'Basic'}",135000,Open to offers,2025-05-27,"{'facebook': 'facebook.com/راضي.69', 'twitter': 'twitter.com/راضي881'}","[{'degree': 'Master', 'institution': 'University of Oran', 'field_of_study': 'neurobiologiste', 'start_year': 1990, 'end_year': 1992, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Camus et Fils High School', 'field_study': 'Mathematics', 'start_year': 1984, 'end_year': 1987, 'grade': 'Very Good'}]","[{'company': 'Delaunay', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2004-07-07', 'end_date': 'Present', 'location': 'Naama', 'responsibilities': 'enhance next-generation web services, empower mission-critical communities, monetize extensible e-services'}, {'company': 'Louis', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2002-02-04', 'end_date': '2003-05-13', 'location': 'Tizi Ouzou', 'responsibilities': 'generate innovative e-tailers, harness impactful web-readiness'}, {'company': 'Paul', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2000-09-26', 'end_date': '2001-11-10', 'location': 'Naama', 'responsibilities': 'integrate vertical models, enhance dot-com e-markets'}, {'company': 'Baudry SA', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '1995-03-02', 'end_date': '1999-09-07', 'location': 'Jijel', 'responsibilities': 'incubate innovative metrics, expedite holistic info-mediaries'}, {'company': 'Laurent Bouchet S.A.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '1990-01-22', 'end_date': '1994-01-24', 'location': 'Naama', 'responsibilities': 'disintermediate scalable solutions, empower compelling users'}, {'company': 'Ollivier Ferrand SA', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '1988-05-08', 'end_date': '1989-11-07', 'location': 'Aïn Témouchent', 'responsibilities': 'incubate cross-media methodologies, repurpose out-of-the-box bandwidth'}]"
مفيد,Male,1964-06-20,60,مفيد@orange.fr,+213679478639,"78, avenue Bègue
16925 Lefort-sur-Breton",El Oued,Operations Manager,General Management,Telecommunications,Senior,36,Master,Full-Time,Alternance,"Conflict Resolution, Team Leadership, Adaptability, Teamwork, Communication, Presentation Skills, Microsoft Office, Report Writing, Strategic Planning, Project Management, Negotiation, Critical Thinking","{'Tamazight': 'Basic', 'Arabic': 'Native', 'German': 'Intermediate'}",127000,Not looking,,{'facebook': 'facebook.com/مفيد.27'},"[{'degree': 'Master', 'institution': 'University of Algiers', 'field_of_study': 'ergothérapeute', 'start_year': 1986, 'end_year': 1988, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Léger High School', 'field_study': 'Science', 'start_year': 1980, 'end_year': 1983, 'grade': 'Good'}]","[{'company': 'Weiss', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2018-09-07', 'end_date': 'Present', 'location': 'Ghardaïa', 'responsibilities': 'transform leading-edge bandwidth, drive collaborative methodologies, re-intermediate innovative web services'}, {'company': 'Martel et Fils', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2015-02-25', 'end_date': '2017-01-26', 'location': 'Sétif', 'responsibilities': 'incentivize web-enabled action-items, empower killer partnerships'}, {'company': 'Wagner SA', 'job_title': 'Operations Manager', 'department': 'Clinical Operations', 'sector': 'Healthcare', 'start_date': '2012-01-28', 'end_date': '2014-11-04', 'location': 'Djanet', 'responsibilities': 'incubate cross-media e-business, scale dynamic web-readiness'}, {'company': 'Richard', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2007-03-09', 'end_date': '2011-05-28', 'location': 'Tamanrasset', 'responsibilities': 'deploy global architectures, architect ubiquitous partnerships'}, {'company': 'Paul SARL', 'job_title': 'Team Leader', 'department': 'Sustainable Farming', 'sector': 'Agriculture', 'start_date': '2002-03-04', 'end_date': '2006-10-23', 'location': 'El Oued', 'responsibilities': 'evolve visionary niches, whiteboard B2C e-services'}, {'company': 'Lemoine', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '1998-06-17', 'end_date': '2001-09-06', 'location': 'Constantine', 'responsibilities': 'synthesize e-business partnerships, streamline B2B info-mediaries'}]"
لتين,Female,1982-06-14,42,لتين@ifrance.com,+213819958754,"41, boulevard de Colas
78161 Garnier",Tindouf,Facilities Manager,Operations,Aerospace & Defense,Mid,20,Bac,Part-Time,Alternance,"Presentation Skills, Strategic Planning, Problem Solving, Communication, Adaptability, Arabic/French Bilingual, Microsoft Office, Project Management, Teamwork, Report Writing, Critical Thinking, Negotiation","{'French': 'Fluent', 'Tamazight': 'Native', 'German': 'Basic', 'Arabic': 'Intermediate'}",63000,Not looking,,"{'linkedin': 'linkedin.com/in/لتين-795', 'facebook': 'facebook.com/لتين.28', 'twitter': 'twitter.com/لتين405'}","[{'degree': 'Bac', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'brodeur', 'start_year': 2000, 'end_year': 2001, 'grade': 'Excellent'}]","[{'company': 'Picard', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2011-02-19', 'end_date': 'Present', 'location': 'Tizi Ouzou', 'responsibilities': 'seize robust platforms, utilize granular web-readiness, brand back-end architectures'}, {'company': 'Chartier Gros S.A.R.L.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2006-06-21', 'end_date': '2010-03-27', 'location': 'Laghouat', 'responsibilities': 'synergize seamless users, drive ubiquitous e-markets'}, {'company': 'Brunet', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2004-09-11', 'end_date': '2005-10-01', 'location': 'Saïda', 'responsibilities': 'strategize viral initiatives, generate wireless niches'}]"
حنفي,Female,1985-07-22,39,حنفي@gmail.com,+213981816541,"97, chemin Cousin
65339 Sainte ClémenceBourg",Algiers,Team Leader,General Management,Transport & Logistics,Chief,17,Ingénieur d'État,Part-Time,Stage,"Strategic Planning, Team Leadership, Microsoft Office, Project Management, Communication, Teamwork, Arabic/French Bilingual, Report Writing, Adaptability, Presentation Skills, Time Management, Problem Solving","{'Spanish': 'Native', 'French': 'Intermediate', 'English': 'Basic', 'Arabic': 'Intermediate'}",174000,Open to offers,2025-05-02,"{'linkedin': 'linkedin.com/in/حنفي-876', 'twitter': 'twitter.com/حنفي473'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Oran', 'field_of_study': 'rédacteur médical médicale', 'start_year': 2006, 'end_year': 2009, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Imbert SARL High School', 'field_study': 'Mathematics', 'start_year': 2001, 'end_year': 2004, 'grade': 'Average'}]","[{'company': 'Gallet', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2009-08-05', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'target visionary deliverables, generate global action-items, synergize web-enabled networks'}]"
حافظ,Male,1975-02-22,50,حافظ@wanadoo.fr,+213676141566,"51, chemin Valérie Dias
09162 FrançoisVille",Sétif,Logistics Coordinator,Operations,Media & Entertainment,Lead,26,Master,Contract,CDI,"Presentation Skills, Teamwork, Communication, Conflict Resolution, Problem Solving, Report Writing, Project Management, Arabic/French Bilingual, Microsoft Office, Critical Thinking, Time Management, Adaptability","{'Spanish': 'Intermediate', 'English': 'Fluent'}",149000,Actively looking,2025-05-12,"{'linkedin': 'linkedin.com/in/حافظ-951', 'twitter': 'twitter.com/حافظ243'}","[{'degree': 'Master', 'institution': 'University of Oran', 'field_of_study': 'volcanologue', 'start_year': 1996, 'end_year': 1998, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Clerc High School', 'field_study': 'Mathematics', 'start_year': 1990, 'end_year': 1993, 'grade': 'Very Good'}]","[{'company': 'Hoarau', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2006-09-28', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'syndicate revolutionary synergies, grow intuitive metrics, benchmark wireless functionalities'}, {'company': 'Pereira SARL', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2004-12-03', 'end_date': '2005-06-03', 'location': 'Aïn Témouchent', 'responsibilities': 'incentivize value-added web services, repurpose user-centric synergies'}, {'company': 'Ollivier Leclercq S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2001-09-23', 'end_date': '2003-05-02', 'location': 'In Salah', 'responsibilities': 'maximize one-to-one paradigms, seize collaborative metrics'}, {'company': 'Pichon', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '1999-10-23', 'end_date': '2000-05-23', 'location': 'Ouargla', 'responsibilities': 'reinvent viral synergies, enable world-class infrastructures'}, {'company': 'Renaud', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '1996-12-03', 'end_date': '1998-06-17', 'location': 'Ouargla', 'responsibilities': 'grow world-class mindshare, extend world-class supply-chains'}]"
