employee_id,name,age,gender,job_title,department,experience_years,current_salary_dzd,job_posting_id
EMP2236-4,Sara Zitouni,54,Female,Chargé des achats (Matériel Informatique),Industries,4,71850,JOB2236
EMP2237-1,Omar Guedira,60,Female,Responsable reporting marketing,Services,6,77411,JOB2237
EMP2237-2,Yasmine Fekih,27,Female,Responsable reporting marketing,Services,8,60412,JOB2237
EMP2237-3,Oussama Zitouni,48,Female,Responsable reporting marketing,Services,6,63531,JOB2237
EMP2238-1,Samir Zitouni,22,Other,Développeur Front Senior,Services,9,80667,JOB2238
EMP2238-2,Sofiane Benaissa,58,Male,Développeur Front Senior,Services,1,57926,JOB2238
EMP2239-1,Nadia Derbal,57,Other,Ingénieur de développement PHP,Services,1,78217,JOB2239
EMP2240-1,Sabrina Saadi,22,Male,Assistant de direction (homme),"Informatique, Télécom, Internet",4,73053,JOB2240
EMP2240-2,Omar Amrani,55,Male,Assistant de direction (homme),"Informatique, Télécom, Internet",3,74793,JOB2240
EMP2240-3,Nadia Bouzid,31,Female,Assistant de direction (homme),"Informatique, Télécom, Internet",7,60235,JOB2240
EMP2240-4,Leila Bouzid,32,Other,Assistant de direction (homme),"Informatique, Télécom, Internet",2,71451,JOB2240
EMP2241-1,Oussama Benaissa,25,Female,IT Support,Services,4,59761,JOB2241
EMP2241-2,Sara Chikhi,48,Male,IT Support,Services,5,61131,JOB2241
EMP2241-3,Karim Derbal,26,Other,IT Support,Services,7,59907,JOB2241
EMP2241-4,Omar Derbal,53,Other,IT Support,Services,3,53664,JOB2241
EMP2242-1,Rachid Bouzid,39,Other,Téléconseillers,Services,1,69948,JOB2242
EMP2242-2,Yasmine Khelifi,50,Other,Téléconseillers,Services,3,63865,JOB2242
EMP2243-1,Ahmed Zitouni,26,Female,SUPERVISEUR DE FABRICATION DES FORMES SECHES.,Industries,7,34942,JOB2243
EMP2243-2,Oussama Zitouni,42,Male,SUPERVISEUR DE FABRICATION DES FORMES SECHES.,Industries,4,35430,JOB2243
EMP2243-3,Sara Fekih,25,Other,SUPERVISEUR DE FABRICATION DES FORMES SECHES.,Industries,1,36825,JOB2243
EMP2243-4,Fatima Saadi,43,Male,SUPERVISEUR DE FABRICATION DES FORMES SECHES.,Industries,7,27638,JOB2243
EMP2243-5,Nour Benaissa,31,Other,SUPERVISEUR DE FABRICATION DES FORMES SECHES.,Industries,1,29176,JOB2243
EMP2244-1,Yasmine Zitouni,40,Other,UN RESPONSABLE DE FABRICATION,Industries,1,35765,JOB2244
EMP2244-2,Omar Derbal,26,Male,UN RESPONSABLE DE FABRICATION,Industries,3,25755,JOB2244
EMP2245-1,Sofiane Benaissa,40,Female,Femme de Ménage,"Distribution, Commerce",4,55098,JOB2245
EMP2245-2,Oussama Amrani,53,Other,Femme de Ménage,"Distribution, Commerce",0,55785,JOB2245
EMP2246-1,Zineb Derbal,24,Female,Commercial,"Informatique, Télécom, Internet",2,46246,JOB2246
EMP2246-2,Leila Derbal,39,Other,Commercial,"Informatique, Télécom, Internet",4,46365,JOB2246
EMP2246-3,Rachid Chikhi,30,Male,Commercial,"Informatique, Télécom, Internet",0,56732,JOB2246
EMP2246-4,Omar Khelifi,44,Female,Commercial,"Informatique, Télécom, Internet",2,61709,JOB2246
EMP2246-5,Sabrina Chikhi,33,Female,Commercial,"Informatique, Télécom, Internet",1,68868,JOB2246
EMP2247-1,Zineb Chikhi,27,Other,Key Account Manager (Visiteur Grossistes) – Région Ouest,Industries,5,59921,JOB2247
EMP2248-1,Karim Benaissa,49,Female,Responsable Des Achats Et Approvisionnements,Services,7,64250,JOB2248
EMP2249-1,Rachid Benaissa,55,Other,Responsable technique,Industries,16,69912,JOB2249
EMP2249-2,Leila Fekih,54,Other,Responsable technique,Industries,15,94204,JOB2249
EMP2249-3,Sabrina Khelifi,40,Female,Responsable technique,Industries,9,67567,JOB2249
EMP2249-4,Ahmed Saadi,32,Male,Responsable technique,Industries,16,64026,JOB2249
EMP2249-5,Oussama Guedira,48,Male,Responsable technique,Industries,14,77893,JOB2249
EMP2250-1,Mohamed Guedira,43,Other,Responsable en Marketing Digital,"BTP, Construction, Immobilier",6,66952,JOB2250
EMP2250-2,Leila Zitouni,49,Other,Responsable en Marketing Digital,"BTP, Construction, Immobilier",5,63552,JOB2250
EMP2250-3,Mohamed Amrani,56,Male,Responsable en Marketing Digital,"BTP, Construction, Immobilier",6,64359,JOB2250
EMP2250-4,Sabrina Derbal,57,Male,Responsable en Marketing Digital,"BTP, Construction, Immobilier",6,53638,JOB2250
EMP2250-5,Nour Bouzid,54,Female,Responsable en Marketing Digital,"BTP, Construction, Immobilier",7,72850,JOB2250
EMP2251-1,Samir Benaissa,50,Female,Ingénieur études et méthodes,Industries,5,64131,JOB2251
EMP2251-2,Karim Khelifi,44,Female,Ingénieur études et méthodes,Industries,7,62912,JOB2251
EMP2251-3,Oussama Derbal,46,Male,Ingénieur études et méthodes,Industries,6,73832,JOB2251
EMP2251-4,Sabrina Saadi,54,Female,Ingénieur études et méthodes,Industries,1,74634,JOB2251
EMP2251-5,Zineb Bouzid,48,Female,Ingénieur études et méthodes,Industries,1,60445,JOB2251
EMP2252-1,Zineb Fekih,38,Other,Visiteur pharmaceutique Batna,Industries,1,59400,JOB2252
EMP2252-2,Oussama Amrani,60,Male,Visiteur pharmaceutique Batna,Industries,0,72407,JOB2252
EMP2253-1,Amina Bouzid,28,Male,Visiteur Médical (Alger),Industries,1,71825,JOB2253
EMP2253-2,Sara Khelifi,27,Male,Visiteur Médical (Alger),Industries,3,79787,JOB2253
EMP2253-3,Amina Guedira,50,Male,Visiteur Médical (Alger),Industries,5,70300,JOB2253
EMP2254-1,Oussama Chikhi,60,Male,Délégué Commercial,Industries,7,66156,JOB2254
EMP2254-2,Oussama Bouzid,46,Male,Délégué Commercial,Industries,4,64128,JOB2254
EMP2254-3,Ahmed Guedira,36,Female,Délégué Commercial,Industries,1,58702,JOB2254
EMP2254-4,Mohamed Saadi,45,Female,Délégué Commercial,Industries,2,66574,JOB2254
EMP2254-5,Samir Derbal,30,Other,Délégué Commercial,Industries,3,60013,JOB2254
EMP2255-1,Fatima Bouzid,33,Male,Talent Acquisition Specialist,Services,4,28975,JOB2255
EMP2255-2,Leila Saadi,22,Female,Talent Acquisition Specialist,Services,4,35300,JOB2255
EMP2255-3,Rachid Chikhi,47,Female,Talent Acquisition Specialist,Services,0,25390,JOB2255
EMP2256-1,Sara Amrani,33,Male,Gestionnaire des Ressources Humaines,Services,7,74438,JOB2256
EMP2257-1,Zineb Zitouni,57,Other,Spécialiste Web Master & Communication,"Informatique, Télécom, Internet",2,62804,JOB2257
EMP2258-1,Zineb Guedira,44,Female, Assistant(e) secrétaire administratif ,Services,3,57251,JOB2258
EMP2259-1,Amina Chikhi,47,Female,Product Specialist,Industries,12,86973,JOB2259
EMP2259-2,Ahmed Chikhi,39,Other,Product Specialist,Industries,2,87748,JOB2259
EMP2259-3,Mohamed Khelifi,33,Male,Product Specialist,Industries,4,86770,JOB2259
EMP2259-4,Rachid Fekih,32,Male,Product Specialist,Industries,5,77942,JOB2259
EMP2259-5,Samir Saadi,27,Other,Product Specialist,Industries,11,72934,JOB2259
EMP2260-1,Nour Guedira,54,Other,IT Business Solution Architect,"Informatique, Télécom, Internet",7,80959,JOB2260
EMP2260-2,Youssef Zitouni,32,Female,IT Business Solution Architect,"Informatique, Télécom, Internet",7,71006,JOB2260
EMP2260-3,Zineb Guedira,43,Male,IT Business Solution Architect,"Informatique, Télécom, Internet",1,68990,JOB2260
EMP2260-4,Nadia Fekih,50,Other,IT Business Solution Architect,"Informatique, Télécom, Internet",2,55782,JOB2260
EMP2261-1,Meriem Amrani,30,Other,Responsable Commercial,Services,9,62029,JOB2261
EMP2262-1,Samir Fekih,53,Male,Chargé Moyens Généraux Sénior,Industries,6,67472,JOB2262
EMP2262-2,Sofiane Saadi,58,Male,Chargé Moyens Généraux Sénior,Industries,2,74219,JOB2262
EMP2262-3,Ahmed Fekih,28,Female,Chargé Moyens Généraux Sénior,Industries,6,75923,JOB2262
EMP2262-4,Fatima Amrani,46,Female,Chargé Moyens Généraux Sénior,Industries,3,71366,JOB2262
EMP2263-1,Omar Khelifi,47,Female,juriste,"Distribution, Commerce",2,65685,JOB2263
EMP2264-1,Ahmed Fekih,50,Other,Délégué Médical Cardiovasculaire,Industries,1,74193,JOB2264
EMP2265-1,Fatima Guedira,28,Male,"Associate, Medical Information",Industries,7,77147,JOB2265
EMP2265-2,Leila Zitouni,33,Female,"Associate, Medical Information",Industries,6,71470,JOB2265
EMP2265-3,Omar Benaissa,40,Other,"Associate, Medical Information",Industries,1,67356,JOB2265
EMP2266-1,Youssef Derbal,53,Female,BUSINESS CONTROLLER MAGHREB,Industries,5,67625,JOB2266
EMP2266-2,Sofiane Zitouni,43,Other,BUSINESS CONTROLLER MAGHREB,Industries,2,50325,JOB2266
EMP2266-3,Karim Amrani,53,Female,BUSINESS CONTROLLER MAGHREB,Industries,7,65331,JOB2266
EMP2266-4,Zineb Fekih,51,Female,BUSINESS CONTROLLER MAGHREB,Industries,7,68887,JOB2266
EMP2266-5,Zineb Amrani,38,Other,BUSINESS CONTROLLER MAGHREB,Industries,5,50669,JOB2266
EMP2267-1,Yasmine Amrani,25,Other,Responsable Crea,"Distribution, Commerce",7,68779,JOB2267
EMP2267-2,Laila Chikhi,52,Female,Responsable Crea,"Distribution, Commerce",3,77301,JOB2267
EMP2267-3,Nour Khelifi,23,Female,Responsable Crea,"Distribution, Commerce",7,64650,JOB2267
EMP2267-4,Nour Khelifi,23,Male,Responsable Crea,"Distribution, Commerce",3,76319,JOB2267
EMP2267-5,Sabrina Zitouni,57,Male,Responsable Crea,"Distribution, Commerce",6,77328,JOB2267
EMP2268-1,Rachid Saadi,47,Male,Délégué Médical,Industries,7,60517,JOB2268
EMP2269-1,Omar Fekih,55,Male,Medical Science Liaison,Industries,7,70648,JOB2269
EMP2269-2,Samir Zitouni,52,Female,Medical Science Liaison,Industries,7,66795,JOB2269
EMP2269-3,Rachid Fekih,59,Male,Medical Science Liaison,Industries,4,79224,JOB2269
EMP2270-1,Zineb Chikhi,42,Male,QMS & Quality Maintenance Specialist,Industries,6,61775,JOB2270
EMP2270-2,Karim Khelifi,25,Male,QMS & Quality Maintenance Specialist,Industries,6,69054,JOB2270
EMP2270-3,Mohamed Derbal,43,Other,QMS & Quality Maintenance Specialist,Industries,2,54463,JOB2270
EMP2270-4,Fatima Amrani,40,Other,QMS & Quality Maintenance Specialist,Industries,7,75517,JOB2270
EMP2270-5,Leila Fekih,24,Other,QMS & Quality Maintenance Specialist,Industries,2,66066,JOB2270
EMP2271-1,Amina Chikhi,23,Female,Opérateurs de Production,Industries,1,60133,JOB2271
EMP2271-2,Nadia Benaissa,37,Female,Opérateurs de Production,Industries,3,59189,JOB2271
EMP2271-3,Oussama Fekih,40,Other,Opérateurs de Production,Industries,3,47677,JOB2271
EMP2271-4,Fatima Guedira,37,Other,Opérateurs de Production,Industries,0,47310,JOB2271
EMP2272-1,Yasmine Guedira,32,Male,Community manager,"Distribution, Commerce",5,64382,JOB2272
EMP2272-2,Karim Saadi,41,Female,Community manager,"Distribution, Commerce",3,62562,JOB2272
EMP2272-3,Samir Chikhi,35,Male,Community manager,"Distribution, Commerce",2,76332,JOB2272
EMP2272-4,Nour Derbal,23,Female,Community manager,"Distribution, Commerce",6,62637,JOB2272
EMP2273-1,Amina Zitouni,52,Male,Chargé(e) Back Office Monétique,"Banque, Assurance, Finance",4,64475,JOB2273
EMP2273-2,Yasmine Saadi,58,Other,Chargé(e) Back Office Monétique,"Banque, Assurance, Finance",6,64935,JOB2273
EMP2274-1,Sofiane Guedira,34,Female,Promoteur Véhiculé,Services,2,61939,JOB2274
EMP2274-2,Laila Fekih,35,Female,Promoteur Véhiculé,Services,2,48473,JOB2274
EMP2275-1,Sara Khelifi,35,Male,Technicien Supérieur en Maintenance,Services,3,51846,JOB2275
EMP2275-2,Karim Benaissa,25,Male,Technicien Supérieur en Maintenance,Services,5,68353,JOB2275
EMP2275-3,Sabrina Chikhi,43,Other,Technicien Supérieur en Maintenance,Services,4,62391,JOB2275
EMP2276-1,Nour Amrani,43,Male,Directeur Achats Filiale,Industries,10,61370,JOB2276
EMP2276-2,Samir Bouzid,40,Male,Directeur Achats Filiale,Industries,13,87210,JOB2276
EMP2277-1,Rachid Amrani,45,Male,Chef de de département Commercial LEASING,"Banque, Assurance, Finance",6,57368,JOB2277
EMP2277-2,Mohamed Benaissa,37,Female,Chef de de département Commercial LEASING,"Banque, Assurance, Finance",8,55741,JOB2277
EMP2277-3,Zineb Fekih,28,Male,Chef de de département Commercial LEASING,"Banque, Assurance, Finance",11,62376,JOB2277
EMP2277-4,Amina Benaissa,49,Male,Chef de de département Commercial LEASING,"Banque, Assurance, Finance",6,76019,JOB2277
EMP2277-5,Yasmine Zitouni,31,Other,Chef de de département Commercial LEASING,"Banque, Assurance, Finance",10,67156,JOB2277
EMP2278-1,Fatima Zitouni,47,Female,Ingénieur d'Etat en Maintenance,Services,7,73546,JOB2278
EMP2278-2,Sara Guedira,46,Male,Ingénieur d'Etat en Maintenance,Services,2,72323,JOB2278
EMP2279-1,Laila Chikhi,29,Female,Chef de département Support technique et production LEASING,"Banque, Assurance, Finance",11,77219,JOB2279
EMP2279-2,Meriem Guedira,58,Female,Chef de département Support technique et production LEASING,"Banque, Assurance, Finance",6,59026,JOB2279
EMP2280-1,Mohamed Fekih,49,Male,Contrôleur de Qualité,Industries,2,58550,JOB2280
EMP2280-2,Oussama Chikhi,24,Other,Contrôleur de Qualité,Industries,1,67913,JOB2280
EMP2280-3,Nour Chikhi,56,Female,Contrôleur de Qualité,Industries,4,58429,JOB2280
EMP2280-4,Samir Saadi,37,Other,Contrôleur de Qualité,Industries,3,58969,JOB2280
EMP2280-5,Amina Saadi,24,Other,Contrôleur de Qualité,Industries,0,56937,JOB2280
EMP2281-1,Sabrina Bouzid,58,Other,Responsable maintenance,Industries,1,57609,JOB2281
EMP2281-2,Mohamed Saadi,49,Female,Responsable maintenance,Industries,7,70929,JOB2281
EMP2281-3,Nadia Saadi,33,Male,Responsable maintenance,Industries,6,53322,JOB2281
EMP2281-4,Samir Saadi,41,Other,Responsable maintenance,Industries,3,54547,JOB2281
EMP2282-1,Nour Derbal,29,Other,Chef de Service des Systèmes d’Information,"Fonction Publique, Administration",3,80061,JOB2282
EMP2283-1,Ahmed Amrani,43,Other,Account Manager,"Distribution, Commerce",0,26660,JOB2283
EMP2284-1,Zineb Guedira,25,Other,Ouvriers de production,Industries,6,61062,JOB2284
EMP2284-2,Nour Amrani,51,Female,Ouvriers de production,Industries,3,57652,JOB2284
EMP2284-3,Meriem Derbal,40,Other,Ouvriers de production,Industries,4,65937,JOB2284
EMP2284-4,Yasmine Bouzid,53,Male,Ouvriers de production,Industries,2,64912,JOB2284
EMP2285-1,Rachid Zitouni,54,Other,Opérateurs sur machines,Industries,7,59310,JOB2285
EMP2286-1,Mohamed Benaissa,30,Other,Responsable des Ressources humaines,Industries,6,66862,JOB2286
EMP2287-1,Zineb Guedira,35,Male,Chargé de recrutement,Industries,2,59246,JOB2287
EMP2287-2,Mohamed Guedira,26,Other,Chargé de recrutement,Industries,7,79388,JOB2287
EMP2288-1,Ahmed Amrani,39,Female,Ingénieur Hydraulique,Services,2,72782,JOB2288
EMP2289-1,Sabrina Amrani,38,Male,Assistant(e) Médical Technique Et Accueil En Imagerie Médical,Services,2,69042,JOB2289
EMP2289-2,Ahmed Derbal,25,Female,Assistant(e) Médical Technique Et Accueil En Imagerie Médical,Services,0,48480,JOB2289
EMP2289-3,Fatima Guedira,27,Other,Assistant(e) Médical Technique Et Accueil En Imagerie Médical,Services,3,54844,JOB2289
EMP2289-4,Sara Benaissa,51,Other,Assistant(e) Médical Technique Et Accueil En Imagerie Médical,Services,1,71935,JOB2289
EMP2290-1,Zineb Bouzid,40,Other,Stagiaire commercial,"Informatique, Télécom, Internet",0,69379,JOB2290
EMP2291-1,Nour Chikhi,39,Male,Magasinier,"Energie, Mines, Matière Première",2,24021,JOB2291
EMP2291-2,Yasmine Zitouni,51,Female,Magasinier,"Energie, Mines, Matière Première",4,29898,JOB2291
EMP2292-1,Zineb Bouzid,60,Female,Gestionnaire de Stock,"Energie, Mines, Matière Première",1,33412,JOB2292
EMP2293-1,Samir Derbal,25,Male,Ingenieur Planning   ,"Energie, Mines, Matière Première",1,66275,JOB2293
EMP2293-2,Amina Fekih,26,Female,Ingenieur Planning   ,"Energie, Mines, Matière Première",8,82475,JOB2293
EMP2293-3,Karim Zitouni,30,Other,Ingenieur Planning   ,"Energie, Mines, Matière Première",2,68313,JOB2293
EMP2293-4,Fatima Chikhi,60,Other,Ingenieur Planning   ,"Energie, Mines, Matière Première",13,77691,JOB2293
EMP2293-5,Sara Derbal,58,Female,Ingenieur Planning   ,"Energie, Mines, Matière Première",5,70109,JOB2293
EMP2294-1,Yasmine Zitouni,27,Female,Chargé de Cartographie Commerciale,Industries,2,65888,JOB2294
EMP2294-2,Amina Khelifi,56,Female,Chargé de Cartographie Commerciale,Industries,3,72652,JOB2294
EMP2294-3,Amina Zitouni,55,Female,Chargé de Cartographie Commerciale,Industries,2,71301,JOB2294
EMP2294-4,Zineb Benaissa,43,Female,Chargé de Cartographie Commerciale,Industries,1,74938,JOB2294
EMP2294-5,Sara Saadi,33,Female,Chargé de Cartographie Commerciale,Industries,2,68507,JOB2294
EMP2295-1,Fatima Benaissa,57,Male,Senior Graphic Designer,"Distribution, Commerce",11,73179,JOB2295
EMP2296-1,Oussama Chikhi,47,Male,Chef De Cuisine,Services,3,59531,JOB2296
EMP2296-2,Rachid Benaissa,29,Female,Chef De Cuisine,Services,2,57754,JOB2296
EMP2296-3,Rachid Amrani,26,Female,Chef De Cuisine,Services,2,63405,JOB2296
EMP2297-1,Karim Chikhi,38,Male,Cadre Marketing Commerciale Et Communication,Services,6,54267,JOB2297
EMP2297-2,Nadia Fekih,27,Other,Cadre Marketing Commerciale Et Communication,Services,4,57557,JOB2297
EMP2298-1,Amina Guedira,44,Other,Délégué Médical Cardiovasculaire,Industries,1,73051,JOB2298
EMP2299-1,Meriem Bouzid,31,Other,Homme / femme de chambre,Services,1,62312,JOB2299
EMP2299-2,Leila Benaissa,45,Other,Homme / femme de chambre,Services,1,59947,JOB2299
EMP2299-3,Sofiane Zitouni,30,Female,Homme / femme de chambre,Services,1,59087,JOB2299
EMP2299-4,Karim Zitouni,22,Female,Homme / femme de chambre,Services,0,51240,JOB2299
EMP2300-1,Samir Bouzid,35,Male,SOUS CHEF EXECUTIF (cuisine),Services,2,60177,JOB2300
EMP2301-1,Youssef Saadi,29,Male,Account & Sales Manager / Commercial,"Informatique, Télécom, Internet",5,86448,JOB2301
EMP2302-1,Sara Fekih,53,Male,HR development officer,"Informatique, Télécom, Internet",5,30426,JOB2302
EMP2302-2,Nour Benaissa,58,Other,HR development officer,"Informatique, Télécom, Internet",4,34215,JOB2302
EMP2302-3,Zineb Guedira,30,Female,HR development officer,"Informatique, Télécom, Internet",3,27162,JOB2302
EMP2303-1,Sara Bouzid,47,Female,Coiffeuse et Ongleriste,Services,4,31210,JOB2303
EMP2303-2,Fatima Saadi,37,Female,Coiffeuse et Ongleriste,Services,0,32667,JOB2303
EMP2303-3,Ahmed Zitouni,22,Other,Coiffeuse et Ongleriste,Services,1,27734,JOB2303
EMP2303-4,Sara Khelifi,39,Female,Coiffeuse et Ongleriste,Services,3,28738,JOB2303
EMP2304-1,Sabrina Saadi,36,Other,Business Analyst,"Distribution, Commerce",0,77585,JOB2304
EMP2304-2,Fatima Benaissa,38,Male,Business Analyst,"Distribution, Commerce",4,57645,JOB2304
EMP2305-1,Samir Zitouni,41,Male,Guichetier Payeur( H-F)  Agence Bab Ezzouar,"Banque, Assurance, Finance",1,50666,JOB2305
EMP2305-2,Oussama Amrani,45,Male,Guichetier Payeur( H-F)  Agence Bab Ezzouar,"Banque, Assurance, Finance",1,69976,JOB2305
EMP2306-1,Fatima Khelifi,31,Male,Acheteur junior,Services,0,60357,JOB2306
EMP2306-2,Leila Saadi,22,Male,Acheteur junior,Services,1,61101,JOB2306
EMP2306-3,Nadia Derbal,38,Other,Acheteur junior,Services,1,75672,JOB2306
EMP2306-4,Youssef Zitouni,53,Female,Acheteur junior,Services,4,75043,JOB2306
EMP2306-5,Mohamed Amrani,27,Other,Acheteur junior,Services,0,68289,JOB2306
EMP2307-1,Samir Benaissa,52,Female,Directrice de L'Administration Générale et des Finances,Industries,15,89407,JOB2307
EMP2308-1,Laila Amrani,22,Male,Vendeur(se) Pharmacie,"Distribution, Commerce",6,71859,JOB2308
EMP2309-1,Youssef Amrani,51,Other,commercial ,"Distribution, Commerce",3,55270,JOB2309
EMP2309-2,Meriem Benaissa,25,Other,commercial ,"Distribution, Commerce",1,71935,JOB2309
EMP2309-3,Nadia Bouzid,57,Female,commercial ,"Distribution, Commerce",3,54384,JOB2309
EMP2310-1,Yasmine Guedira,57,Male,Cybersecurity Administrator / Penetration Tester,"Informatique, Télécom, Internet",4,66872,JOB2310
EMP2310-2,Zineb Khelifi,42,Female,Cybersecurity Administrator / Penetration Tester,"Informatique, Télécom, Internet",2,60211,JOB2310
EMP2311-1,Sabrina Chikhi,50,Female,Chargé(e)s de clientèles,Services,3,28315,JOB2311
EMP2311-2,Youssef Fekih,38,Other,Chargé(e)s de clientèles,Services,7,32233,JOB2311
EMP2312-1,Omar Derbal,50,Other,Visiteur Pharmacie (Constantine),Industries,1,84139,JOB2312
EMP2312-2,Samir Bouzid,41,Male,Visiteur Pharmacie (Constantine),Industries,7,68667,JOB2312
EMP2312-3,Omar Derbal,54,Female,Visiteur Pharmacie (Constantine),Industries,12,78833,JOB2312
EMP2312-4,Sara Fekih,51,Other,Visiteur Pharmacie (Constantine),Industries,4,73205,JOB2312
EMP2312-5,Karim Bouzid,49,Male,Visiteur Pharmacie (Constantine),Industries,12,65830,JOB2312
EMP2313-1,Samir Zitouni,59,Male,Visiteur Pharmacie (Annaba),Industries,9,88871,JOB2313
EMP2313-2,Yasmine Saadi,40,Male,Visiteur Pharmacie (Annaba),Industries,4,64379,JOB2313
EMP2313-3,Oussama Zitouni,39,Other,Visiteur Pharmacie (Annaba),Industries,6,72508,JOB2313
EMP2313-4,Mohamed Khelifi,60,Female,Visiteur Pharmacie (Annaba),Industries,10,60600,JOB2313
EMP2313-5,Zineb Amrani,30,Other,Visiteur Pharmacie (Annaba),Industries,4,80135,JOB2313
EMP2314-1,Yasmine Bouzid,34,Male,Juriste,Services,2,63661,JOB2314
EMP2314-2,Amina Zitouni,55,Female,Juriste,Services,2,61872,JOB2314
EMP2314-3,Sofiane Zitouni,47,Other,Juriste,Services,4,57412,JOB2314
EMP2315-1,Sara Chikhi,59,Female,Médecin généraliste urgentiste jour,Services,1,88125,JOB2315
EMP2316-1,Fatima Zitouni,47,Other,Helpdesk,Services,0,52081,JOB2316
EMP2316-2,Rachid Benaissa,57,Female,Helpdesk,Services,2,49933,JOB2316
EMP2317-1,Sara Chikhi,50,Female,Responsable des Relations Étudiants / Recrutement,Services,2,66833,JOB2317
EMP2317-2,Sofiane Benaissa,45,Male,Responsable des Relations Étudiants / Recrutement,Services,2,62839,JOB2317
EMP2317-3,Ahmed Saadi,31,Female,Responsable des Relations Étudiants / Recrutement,Services,4,73075,JOB2317
EMP2317-4,Ahmed Derbal,31,Other,Responsable des Relations Étudiants / Recrutement,Services,4,60364,JOB2317
EMP2318-1,Rachid Bouzid,28,Female,Event Manager,Services,2,77649,JOB2318
EMP2318-2,Sofiane Benaissa,23,Male,Event Manager,Services,5,71480,JOB2318
EMP2319-1,Yasmine Derbal,37,Other,Comptable Senior,"BTP, Construction, Immobilier",5,86532,JOB2319
EMP2320-1,Rachid Benaissa,52,Male,Comptable Senior,"BTP, Construction, Immobilier",6,63176,JOB2320
EMP2321-1,Nour Bouzid,54,Male,"Compensation & Benefits, Data Analyst (H/F)","Banque, Assurance, Finance",1,60291,JOB2321
EMP2321-2,Samir Saadi,47,Female,"Compensation & Benefits, Data Analyst (H/F)","Banque, Assurance, Finance",1,69489,JOB2321
EMP2321-3,Mohamed Derbal,59,Other,"Compensation & Benefits, Data Analyst (H/F)","Banque, Assurance, Finance",2,69496,JOB2321
EMP2321-4,Sabrina Saadi,44,Female,"Compensation & Benefits, Data Analyst (H/F)","Banque, Assurance, Finance",2,58489,JOB2321
EMP2321-5,Fatima Chikhi,41,Other,"Compensation & Benefits, Data Analyst (H/F)","Banque, Assurance, Finance",0,70467,JOB2321
EMP2322-1,Omar Khelifi,52,Male,Conseiller Clientèle de Particuliers / Agence BAINEM,"Banque, Assurance, Finance",3,82134,JOB2322
EMP2322-2,Sofiane Saadi,48,Other,Conseiller Clientèle de Particuliers / Agence BAINEM,"Banque, Assurance, Finance",5,60941,JOB2322
EMP2322-3,Laila Amrani,27,Male,Conseiller Clientèle de Particuliers / Agence BAINEM,"Banque, Assurance, Finance",2,63847,JOB2322
EMP2322-4,Sofiane Derbal,38,Male,Conseiller Clientèle de Particuliers / Agence BAINEM,"Banque, Assurance, Finance",6,80499,JOB2322
EMP2322-5,Yasmine Bouzid,40,Female,Conseiller Clientèle de Particuliers / Agence BAINEM,"Banque, Assurance, Finance",1,64664,JOB2322
EMP2323-1,Fatima Chikhi,31,Male,Superviseur Ventes et Distribution (Oran),Industries,6,71268,JOB2323
EMP2323-2,Laila Guedira,39,Other,Superviseur Ventes et Distribution (Oran),Industries,4,74112,JOB2323
EMP2324-1,Nour Fekih,50,Female,Délégué Commercial Pharmaceutique Prospecteur (Véhiculé),"Distribution, Commerce",2,62446,JOB2324
EMP2324-2,Fatima Amrani,44,Other,Délégué Commercial Pharmaceutique Prospecteur (Véhiculé),"Distribution, Commerce",1,63528,JOB2324
EMP2324-3,Karim Khelifi,48,Female,Délégué Commercial Pharmaceutique Prospecteur (Véhiculé),"Distribution, Commerce",3,48287,JOB2324
EMP2324-4,Leila Amrani,34,Male,Délégué Commercial Pharmaceutique Prospecteur (Véhiculé),"Distribution, Commerce",3,56277,JOB2324
EMP2324-5,Sofiane Fekih,46,Other,Délégué Commercial Pharmaceutique Prospecteur (Véhiculé),"Distribution, Commerce",0,46210,JOB2324
EMP2325-1,Laila Benaissa,60,Other,Opératrice  commercial (télévendeuse),"Distribution, Commerce",3,54577,JOB2325
EMP2325-2,Karim Benaissa,51,Female,Opératrice  commercial (télévendeuse),"Distribution, Commerce",2,51159,JOB2325
EMP2325-3,Ahmed Zitouni,41,Male,Opératrice  commercial (télévendeuse),"Distribution, Commerce",2,47338,JOB2325
EMP2325-4,Meriem Benaissa,36,Female,Opératrice  commercial (télévendeuse),"Distribution, Commerce",4,47108,JOB2325
EMP2326-1,Youssef Guedira,44,Other,Directeur commercial F/H,"BTP, Construction, Immobilier",9,80900,JOB2326
EMP2326-2,Sara Chikhi,33,Male,Directeur commercial F/H,"BTP, Construction, Immobilier",12,71530,JOB2326
EMP2326-3,Rachid Saadi,28,Male,Directeur commercial F/H,"BTP, Construction, Immobilier",12,83632,JOB2326
EMP2327-1,Leila Bouzid,53,Female,Directeur Technique - Promotion immobilière F/H,"BTP, Construction, Immobilier",14,83408,JOB2327
EMP2327-2,Oussama Bouzid,29,Female,Directeur Technique - Promotion immobilière F/H,"BTP, Construction, Immobilier",16,66969,JOB2327
EMP2327-3,Samir Khelifi,26,Other,Directeur Technique - Promotion immobilière F/H,"BTP, Construction, Immobilier",10,93657,JOB2327
EMP2327-4,Leila Chikhi,53,Female,Directeur Technique - Promotion immobilière F/H,"BTP, Construction, Immobilier",17,88355,JOB2327
